"Id","SN","Type","TypeName","LangId","PicFile","PngFile","Comment","PngExists"
"691","2","1","char","0","tsw00691_02.pic","SRC-TSW00691-SN02__char.png","","True"
"691","3","1","char","0","tsw00691_03.pic","SRC-TSW00691-SN03__char.png","","True"
"692","0","1","char","0","tsw00692_00.pic","SRC-TSW00692-SN00__char__562-6.png","562-6","True"
"692","1","1","char","0","tsw00692_01.pic","SRC-TSW00692-SN01__char.png","","True"
"692","2","1","char","0","tsw00692_02.pic","SRC-TSW00692-SN02__char.png","","True"
"692","3","1","char","0","tsw00692_03.pic","SRC-TSW00692-SN03__char.png","","True"
"693","0","1","char","0","tsw00693_00.pic","SRC-TSW00693-SN00__char__562-s.png","562-s","True"
"693","1","1","char","0","tsw00693_01.pic","SRC-TSW00693-SN01__char.png","","True"
"693","2","1","char","0","tsw00693_02.pic","SRC-TSW00693-SN02__char.png","","True"
"693","3","1","char","0","tsw00693_03.pic","SRC-TSW00693-SN03__char.png","","True"
"694","0","1","char","0","tsw00694_00.pic","SRC-TSW00694-SN00__char__023.png","023-","True"
"695","0","1","char","0","tsw00695_00.pic","SRC-TSW00695-SN00__char__014--0.png","014--0","True"
"695","1","1","char","0","tsw00695_01.pic","SRC-TSW00695-SN01__char.png","","True"
"695","2","1","char","0","tsw00695_02.pic","SRC-TSW00695-SN02__char.png","","True"
"695","3","1","char","0","tsw00695_03.pic","SRC-TSW00695-SN03__char.png","","True"
"695","4","1","char","0","tsw00695_04.pic","SRC-TSW00695-SN04__char.png","","True"
"695","5","1","char","0","tsw00695_05.pic","SRC-TSW00695-SN05__char.png","","True"
"695","6","1","char","0","tsw00695_06.pic","SRC-TSW00695-SN06__char.png","","True"
"695","7","1","char","0","tsw00695_07.pic","SRC-TSW00695-SN07__char.png","","True"
"696","0","1","char","0","tsw00696_00.pic","SRC-TSW00696-SN00__char__554-1.png","554-1","True"
"696","1","1","char","0","tsw00696_01.pic","SRC-TSW00696-SN01__char.png","","True"
"696","2","1","char","0","tsw00696_02.pic","SRC-TSW00696-SN02__char.png","","True"
"696","3","1","char","0","tsw00696_03.pic","SRC-TSW00696-SN03__char.png","","True"
"697","0","1","char","0","tsw00697_00.pic","SRC-TSW00697-SN00__char__554-0.png","554-0","True"
"697","1","1","char","0","tsw00697_01.pic","SRC-TSW00697-SN01__char.png","","True"
"697","2","1","char","0","tsw00697_02.pic","SRC-TSW00697-SN02__char.png","","True"
"697","3","1","char","0","tsw00697_03.pic","SRC-TSW00697-SN03__char.png","","True"
"698","0","1","char","0","tsw00698_00.pic","SRC-TSW00698-SN00__char__591-2.png","591-2","True"
"698","1","1","char","0","tsw00698_01.pic","SRC-TSW00698-SN01__char.png","","True"
"698","2","1","char","0","tsw00698_02.pic","SRC-TSW00698-SN02__char.png","","True"
"698","3","1","char","0","tsw00698_03.pic","SRC-TSW00698-SN03__char.png","","True"
"699","0","1","char","0","tsw00699_00.pic","SRC-TSW00699-SN00__char__563-1.png","563-1","True"
"700","0","1","char","0","tsw00700_00.pic","SRC-TSW00700-SN00__char__591-1.png","591-1","True"
"700","1","1","char","0","tsw00700_01.pic","SRC-TSW00700-SN01__char.png","","True"
"700","2","1","char","0","tsw00700_02.pic","SRC-TSW00700-SN02__char.png","","True"
"700","3","1","char","0","tsw00700_03.pic","SRC-TSW00700-SN03__char.png","","True"
"701","0","1","char","0","tsw00701_00.pic","SRC-TSW00701-SN00__char__590-1.png","590-1","True"
"701","1","1","char","0","tsw00701_01.pic","SRC-TSW00701-SN01__char.png","","True"
"701","2","1","char","0","tsw00701_02.pic","SRC-TSW00701-SN02__char.png","","True"
"701","3","1","char","0","tsw00701_03.pic","SRC-TSW00701-SN03__char.png","","True"
"702","0","1","char","0","tsw00702_00.pic","SRC-TSW00702-SN00__char__590-0.png","590-0","True"
"702","1","1","char","0","tsw00702_01.pic","SRC-TSW00702-SN01__char.png","","True"
"702","2","1","char","0","tsw00702_02.pic","SRC-TSW00702-SN02__char.png","","True"
"702","3","1","char","0","tsw00702_03.pic","SRC-TSW00702-SN03__char.png","","True"
"703","0","1","char","0","tsw00703_00.pic","SRC-TSW00703-SN00__char__590.png","590","True"
"703","1","1","char","0","tsw00703_01.pic","SRC-TSW00703-SN01__char.png","","True"
"703","2","1","char","0","tsw00703_02.pic","SRC-TSW00703-SN02__char.png","","True"
"703","3","1","char","0","tsw00703_03.pic","SRC-TSW00703-SN03__char.png","","True"
"704","0","1","char","0","tsw00704_00.pic","SRC-TSW00704-SN00__char__592.png","592","True"
"705","0","1","char","0","tsw00705_00.pic","SRC-TSW00705-SN00__char__554.png","554","True"
"705","1","1","char","0","tsw00705_01.pic","SRC-TSW00705-SN01__char.png","","True"
"705","2","1","char","0","tsw00705_02.pic","SRC-TSW00705-SN02__char.png","","True"
"705","3","1","char","0","tsw00705_03.pic","SRC-TSW00705-SN03__char.png","","True"
"706","0","1","char","0","tsw00706_00.pic","SRC-TSW00706-SN00__char__526.png","526","True"
"706","1","1","char","0","tsw00706_01.pic","SRC-TSW00706-SN01__char.png","","True"
"706","2","1","char","0","tsw00706_02.pic","SRC-TSW00706-SN02__char.png","","True"
"706","3","1","char","0","tsw00706_03.pic","SRC-TSW00706-SN03__char.png","","True"
"707","0","1","char","0","tsw00707_00.pic","SRC-TSW00707-SN00__char__009--0.png","009--0","True"
"707","1","1","char","0","tsw00707_01.pic","SRC-TSW00707-SN01__char.png","","True"
"707","2","1","char","0","tsw00707_02.pic","SRC-TSW00707-SN02__char.png","","True"
"707","3","1","char","0","tsw00707_03.pic","SRC-TSW00707-SN03__char.png","","True"
"708","0","1","char","0","tsw00708_00.pic","SRC-TSW00708-SN00__char__009-1.png","009-1","True"
"708","1","1","char","0","tsw00708_01.pic","SRC-TSW00708-SN01__char.png","","True"
"708","2","1","char","0","tsw00708_02.pic","SRC-TSW00708-SN02__char.png","","True"
"708","3","1","char","0","tsw00708_03.pic","SRC-TSW00708-SN03__char.png","","True"
"709","0","1","char","0","tsw00709_00.pic","SRC-TSW00709-SN00__char__009-2.png","009-2","True"
"709","1","1","char","0","tsw00709_01.pic","SRC-TSW00709-SN01__char.png","","True"
"709","2","1","char","0","tsw00709_02.pic","SRC-TSW00709-SN02__char.png","","True"
"709","3","1","char","0","tsw00709_03.pic","SRC-TSW00709-SN03__char.png","","True"
"710","0","1","char","0","tsw00710_00.pic","SRC-TSW00710-SN00__char__009-4.png","009-4","True"
"710","1","1","char","0","tsw00710_01.pic","SRC-TSW00710-SN01__char.png","","True"
"710","2","1","char","0","tsw00710_02.pic","SRC-TSW00710-SN02__char.png","","True"
"710","3","1","char","0","tsw00710_03.pic","SRC-TSW00710-SN03__char.png","","True"
"711","0","1","char","0","tsw00711_00.pic","SRC-TSW00711-SN00__char__009-5.png","009-5","True"
"711","1","1","char","0","tsw00711_01.pic","SRC-TSW00711-SN01__char.png","","True"
"711","2","1","char","0","tsw00711_02.pic","SRC-TSW00711-SN02__char.png","","True"
"711","3","1","char","0","tsw00711_03.pic","SRC-TSW00711-SN03__char.png","","True"
"712","0","1","char","0","tsw00712_00.pic","SRC-TSW00712-SN00__char__009-().png","009-()","True"
"713","0","1","char","0","tsw00713_00.pic","SRC-TSW00713-SN00__char__009-2.png","009-2","True"
"713","1","1","char","0","tsw00713_01.pic","SRC-TSW00713-SN01__char.png","","True"
"713","2","1","char","0","tsw00713_02.pic","SRC-TSW00713-SN02__char.png","","True"
"713","3","1","char","0","tsw00713_03.pic","SRC-TSW00713-SN03__char.png","","True"
"713","4","1","char","0","tsw00713_04.pic","SRC-TSW00713-SN04__char.png","","True"
"714","0","1","char","0","tsw00714_00.pic","SRC-TSW00714-SN00__char__178.png","178","True"
"714","1","1","char","0","tsw00714_01.pic","SRC-TSW00714-SN01__char.png","","True"
"714","2","1","char","0","tsw00714_02.pic","SRC-TSW00714-SN02__char.png","","True"
"714","3","1","char","0","tsw00714_03.pic","SRC-TSW00714-SN03__char.png","","True"
"714","4","1","char","0","tsw00714_04.pic","SRC-TSW00714-SN04__char.png","","True"
"714","5","1","char","0","tsw00714_05.pic","SRC-TSW00714-SN05__char.png","","True"
"714","6","1","char","0","tsw00714_06.pic","SRC-TSW00714-SN06__char.png","","True"
"714","7","1","char","0","tsw00714_07.pic","SRC-TSW00714-SN07__char.png","","True"
"715","0","1","char","0","tsw00715_00.pic","SRC-TSW00715-SN00__char__174-1.png","174-1","True"
"715","1","1","char","0","tsw00715_01.pic","SRC-TSW00715-SN01__char.png","","True"
"715","2","1","char","0","tsw00715_02.pic","SRC-TSW00715-SN02__char.png","","True"
"715","3","1","char","0","tsw00715_03.pic","SRC-TSW00715-SN03__char.png","","True"
"715","4","1","char","0","tsw00715_04.pic","SRC-TSW00715-SN04__char.png","","True"
"715","5","1","char","0","tsw00715_05.pic","SRC-TSW00715-SN05__char.png","","True"
"715","6","1","char","0","tsw00715_06.pic","SRC-TSW00715-SN06__char.png","","True"
"715","7","1","char","0","tsw00715_07.pic","SRC-TSW00715-SN07__char.png","","True"
"716","0","1","char","0","tsw00716_00.pic","SRC-TSW00716-SN00__char__174-2.png","174-2","True"
"716","1","1","char","0","tsw00716_01.pic","SRC-TSW00716-SN01__char.png","","True"
"716","2","1","char","0","tsw00716_02.pic","SRC-TSW00716-SN02__char.png","","True"
"716","3","1","char","0","tsw00716_03.pic","SRC-TSW00716-SN03__char.png","","True"
"716","4","1","char","0","tsw00716_04.pic","SRC-TSW00716-SN04__char.png","","True"
"716","5","1","char","0","tsw00716_05.pic","SRC-TSW00716-SN05__char.png","","True"
"716","6","1","char","0","tsw00716_06.pic","SRC-TSW00716-SN06__char.png","","True"
"716","7","1","char","0","tsw00716_07.pic","SRC-TSW00716-SN07__char.png","","True"
"716","8","1","char","0","tsw00716_08.pic","SRC-TSW00716-SN08__char.png","","True"
"716","9","1","char","0","tsw00716_09.pic","SRC-TSW00716-SN09__char.png","","True"
"716","10","1","char","0","tsw00716_10.pic","SRC-TSW00716-SN10__char.png","","True"
"716","11","1","char","0","tsw00716_11.pic","SRC-TSW00716-SN11__char.png","","True"
"717","0","1","char","0","tsw00717_00.pic","SRC-TSW00717-SN00__char__179.png","179--","True"
"717","1","1","char","0","tsw00717_01.pic","SRC-TSW00717-SN01__char.png","","True"
"717","2","1","char","0","tsw00717_02.pic","SRC-TSW00717-SN02__char.png","","True"
"717","3","1","char","0","tsw00717_03.pic","SRC-TSW00717-SN03__char.png","","True"
"717","4","1","char","0","tsw00717_04.pic","SRC-TSW00717-SN04__char.png","","True"
"717","5","1","char","0","tsw00717_05.pic","SRC-TSW00717-SN05__char.png","","True"
"717","6","1","char","0","tsw00717_06.pic","SRC-TSW00717-SN06__char.png","","True"
"717","7","1","char","0","tsw00717_07.pic","SRC-TSW00717-SN07__char.png","","True"
"718","0","1","char","0","tsw00718_00.pic","SRC-TSW00718-SN00__char__018.png","018-","True"
"718","1","1","char","0","tsw00718_01.pic","SRC-TSW00718-SN01__char.png","","True"
"719","0","1","char","0","tsw00719_00.pic","SRC-TSW00719-SN00__char__626.png","626-","True"
"719","1","1","char","0","tsw00719_01.pic","SRC-TSW00719-SN01__char.png","","True"
"719","2","1","char","0","tsw00719_02.pic","SRC-TSW00719-SN02__char.png","","True"
"719","3","1","char","0","tsw00719_03.pic","SRC-TSW00719-SN03__char.png","","True"
"720","0","1","char","0","tsw00720_00.pic","SRC-TSW00720-SN00__char__013-sed2-1.png","013-sed2-1","True"
"720","1","1","char","0","tsw00720_01.pic","SRC-TSW00720-SN01__char.png","","True"
"720","2","1","char","0","tsw00720_02.pic","SRC-TSW00720-SN02__char.png","","True"
"720","3","1","char","0","tsw00720_03.pic","SRC-TSW00720-SN03__char.png","","True"
"720","4","1","char","0","tsw00720_04.pic","SRC-TSW00720-SN04__char.png","","True"
"720","5","1","char","0","tsw00720_05.pic","SRC-TSW00720-SN05__char.png","","True"
"720","6","1","char","0","tsw00720_06.pic","SRC-TSW00720-SN06__char.png","","True"
"720","7","1","char","0","tsw00720_07.pic","SRC-TSW00720-SN07__char.png","","True"
"721","0","1","char","0","tsw00721_00.pic","SRC-TSW00721-SN00__char__013-sed2-2.png","013-sed2-2","True"
"721","1","1","char","0","tsw00721_01.pic","SRC-TSW00721-SN01__char.png","","True"
"721","2","1","char","0","tsw00721_02.pic","SRC-TSW00721-SN02__char.png","","True"
"721","3","1","char","0","tsw00721_03.pic","SRC-TSW00721-SN03__char.png","","True"
"722","0","1","char","0","tsw00722_00.pic","SRC-TSW00722-SN00__char__013-sed2-3.png","013-sed2-3","True"
"722","1","1","char","0","tsw00722_01.pic","SRC-TSW00722-SN01__char.png","","True"
"722","2","1","char","0","tsw00722_02.pic","SRC-TSW00722-SN02__char.png","","True"
"722","3","1","char","0","tsw00722_03.pic","SRC-TSW00722-SN03__char.png","","True"
"723","0","1","char","0","tsw00723_00.pic","SRC-TSW00723-SN00__char__003.png","003--","True"
"723","1","1","char","0","tsw00723_01.pic","SRC-TSW00723-SN01__char.png","","True"
"723","2","1","char","0","tsw00723_02.pic","SRC-TSW00723-SN02__char.png","","True"
"723","3","1","char","0","tsw00723_03.pic","SRC-TSW00723-SN03__char.png","","True"
"723","4","1","char","0","tsw00723_04.pic","SRC-TSW00723-SN04__char.png","","True"
"723","5","1","char","0","tsw00723_05.pic","SRC-TSW00723-SN05__char.png","","True"
"723","6","1","char","0","tsw00723_06.pic","SRC-TSW00723-SN06__char.png","","True"
"723","7","1","char","0","tsw00723_07.pic","SRC-TSW00723-SN07__char.png","","True"
"724","0","1","char","0","tsw00724_00.pic","SRC-TSW00724-SN00__char__013.png","013-","True"
"724","1","1","char","0","tsw00724_01.pic","SRC-TSW00724-SN01__char.png","","True"
"724","2","1","char","0","tsw00724_02.pic","SRC-TSW00724-SN02__char.png","","True"
"724","3","1","char","0","tsw00724_03.pic","SRC-TSW00724-SN03__char.png","","True"
"724","4","1","char","0","tsw00724_04.pic","SRC-TSW00724-SN04__char.png","","True"
"724","5","1","char","0","tsw00724_05.pic","SRC-TSW00724-SN05__char.png","","True"
"725","0","1","char","0","tsw00725_00.pic","SRC-TSW00725-SN00__char__013.png","013-","True"
"726","0","1","char","0","tsw00726_00.pic","SRC-TSW00726-SN00__char__013.png","013-","True"
"726","1","1","char","0","tsw00726_01.pic","SRC-TSW00726-SN01__char.png","","True"
"726","2","1","char","0","tsw00726_02.pic","SRC-TSW00726-SN02__char.png","","True"
"727","0","1","char","0","tsw00727_00.pic","SRC-TSW00727-SN00__char__001-().png","001-()","True"
"727","1","1","char","0","tsw00727_01.pic","SRC-TSW00727-SN01__char.png","","True"
"727","2","1","char","0","tsw00727_02.pic","SRC-TSW00727-SN02__char.png","","True"
"728","0","1","char","0","tsw00728_00.pic","SRC-TSW00728-SN00__char__013.png","013-","True"
"728","1","1","char","0","tsw00728_01.pic","SRC-TSW00728-SN01__char.png","","True"
"728","2","1","char","0","tsw00728_02.pic","SRC-TSW00728-SN02__char.png","","True"
"728","3","1","char","0","tsw00728_03.pic","SRC-TSW00728-SN03__char.png","","True"
"728","4","1","char","0","tsw00728_04.pic","SRC-TSW00728-SN04__char.png","","True"
"728","5","1","char","0","tsw00728_05.pic","SRC-TSW00728-SN05__char.png","","True"
"729","0","1","char","0","tsw00729_00.pic","SRC-TSW00729-SN00__char.png","","True"
"729","1","1","char","0","tsw00729_01.pic","SRC-TSW00729-SN01__char.png","","True"
"730","0","1","char","0","tsw00730_00.pic","SRC-TSW00730-SN00__char__008--s1.png","008--s1","True"
"730","1","1","char","0","tsw00730_01.pic","SRC-TSW00730-SN01__char.png","","True"
"730","2","1","char","0","tsw00730_02.pic","SRC-TSW00730-SN02__char.png","","True"
"730","3","1","char","0","tsw00730_03.pic","SRC-TSW00730-SN03__char.png","","True"
"730","4","1","char","0","tsw00730_04.pic","SRC-TSW00730-SN04__char.png","","True"
"730","5","1","char","0","tsw00730_05.pic","SRC-TSW00730-SN05__char.png","","True"
"730","6","1","char","0","tsw00730_06.pic","SRC-TSW00730-SN06__char.png","","True"
"730","7","1","char","0","tsw00730_07.pic","SRC-TSW00730-SN07__char.png","","True"
"731","0","1","char","0","tsw00731_00.pic","SRC-TSW00731-SN00__char__008--s0.png","008--s0","True"
"731","1","1","char","0","tsw00731_01.pic","SRC-TSW00731-SN01__char.png","","True"
"731","2","1","char","0","tsw00731_02.pic","SRC-TSW00731-SN02__char.png","","True"
"731","3","1","char","0","tsw00731_03.pic","SRC-TSW00731-SN03__char.png","","True"
"731","4","1","char","0","tsw00731_04.pic","SRC-TSW00731-SN04__char.png","","True"
"731","5","1","char","0","tsw00731_05.pic","SRC-TSW00731-SN05__char.png","","True"
"731","6","1","char","0","tsw00731_06.pic","SRC-TSW00731-SN06__char.png","","True"
"731","7","1","char","0","tsw00731_07.pic","SRC-TSW00731-SN07__char.png","","True"
"732","0","1","char","0","tsw00732_00.pic","SRC-TSW00732-SN00__char__008--s2.png","008--s2","True"
"732","1","1","char","0","tsw00732_01.pic","SRC-TSW00732-SN01__char.png","","True"
"732","2","1","char","0","tsw00732_02.pic","SRC-TSW00732-SN02__char.png","","True"
"732","3","1","char","0","tsw00732_03.pic","SRC-TSW00732-SN03__char.png","","True"
"732","4","1","char","0","tsw00732_04.pic","SRC-TSW00732-SN04__char.png","","True"
"732","5","1","char","0","tsw00732_05.pic","SRC-TSW00732-SN05__char.png","","True"
"732","6","1","char","0","tsw00732_06.pic","SRC-TSW00732-SN06__char.png","","True"
"732","7","1","char","0","tsw00732_07.pic","SRC-TSW00732-SN07__char.png","","True"
"733","0","1","char","0","tsw00733_00.pic","SRC-TSW00733-SN00__char__008--s3.png","008--s3","True"
"733","1","1","char","0","tsw00733_01.pic","SRC-TSW00733-SN01__char.png","","True"
"733","2","1","char","0","tsw00733_02.pic","SRC-TSW00733-SN02__char.png","","True"
"733","3","1","char","0","tsw00733_03.pic","SRC-TSW00733-SN03__char.png","","True"
"733","4","1","char","0","tsw00733_04.pic","SRC-TSW00733-SN04__char.png","","True"
"733","5","1","char","0","tsw00733_05.pic","SRC-TSW00733-SN05__char.png","","True"
"733","6","1","char","0","tsw00733_06.pic","SRC-TSW00733-SN06__char.png","","True"
"733","7","1","char","0","tsw00733_07.pic","SRC-TSW00733-SN07__char.png","","True"
"734","0","1","char","0","tsw00734_00.pic","SRC-TSW00734-SN00__char__008--s4.png","008--s4","True"
"734","1","1","char","0","tsw00734_01.pic","SRC-TSW00734-SN01__char.png","","True"
"734","2","1","char","0","tsw00734_02.pic","SRC-TSW00734-SN02__char.png","","True"
"734","3","1","char","0","tsw00734_03.pic","SRC-TSW00734-SN03__char.png","","True"
"734","4","1","char","0","tsw00734_04.pic","SRC-TSW00734-SN04__char.png","","True"
"734","5","1","char","0","tsw00734_05.pic","SRC-TSW00734-SN05__char.png","","True"
"734","6","1","char","0","tsw00734_06.pic","SRC-TSW00734-SN06__char.png","","True"
"734","7","1","char","0","tsw00734_07.pic","SRC-TSW00734-SN07__char.png","","True"
"735","0","1","char","0","tsw00735_00.pic","SRC-TSW00735-SN00__char__008--s5.png","008--s5","True"
"735","1","1","char","0","tsw00735_01.pic","SRC-TSW00735-SN01__char.png","","True"
"735","2","1","char","0","tsw00735_02.pic","SRC-TSW00735-SN02__char.png","","True"
"735","3","1","char","0","tsw00735_03.pic","SRC-TSW00735-SN03__char.png","","True"
"735","4","1","char","0","tsw00735_04.pic","SRC-TSW00735-SN04__char.png","","True"
"735","5","1","char","0","tsw00735_05.pic","SRC-TSW00735-SN05__char.png","","True"
"735","6","1","char","0","tsw00735_06.pic","SRC-TSW00735-SN06__char.png","","True"
"735","7","1","char","0","tsw00735_07.pic","SRC-TSW00735-SN07__char.png","","True"
"736","0","1","char","0","tsw00736_00.pic","SRC-TSW00736-SN00__char__008--s6.png","008--s6","True"
"736","1","1","char","0","tsw00736_01.pic","SRC-TSW00736-SN01__char.png","","True"
"736","2","1","char","0","tsw00736_02.pic","SRC-TSW00736-SN02__char.png","","True"
"736","3","1","char","0","tsw00736_03.pic","SRC-TSW00736-SN03__char.png","","True"
"736","4","1","char","0","tsw00736_04.pic","SRC-TSW00736-SN04__char.png","","True"
"736","5","1","char","0","tsw00736_05.pic","SRC-TSW00736-SN05__char.png","","True"
"736","6","1","char","0","tsw00736_06.pic","SRC-TSW00736-SN06__char.png","","True"
"736","7","1","char","0","tsw00736_07.pic","SRC-TSW00736-SN07__char.png","","True"
"737","0","1","char","0","tsw00737_00.pic","SRC-TSW00737-SN00__char__008--s7.png","008--s7","True"
"737","1","1","char","0","tsw00737_01.pic","SRC-TSW00737-SN01__char.png","","True"
"737","2","1","char","0","tsw00737_02.pic","SRC-TSW00737-SN02__char.png","","True"
"737","3","1","char","0","tsw00737_03.pic","SRC-TSW00737-SN03__char.png","","True"
"737","4","1","char","0","tsw00737_04.pic","SRC-TSW00737-SN04__char.png","","True"
"737","5","1","char","0","tsw00737_05.pic","SRC-TSW00737-SN05__char.png","","True"
"737","6","1","char","0","tsw00737_06.pic","SRC-TSW00737-SN06__char.png","","True"
"737","7","1","char","0","tsw00737_07.pic","SRC-TSW00737-SN07__char.png","","True"
"738","0","1","char","0","tsw00738_00.pic","SRC-TSW00738-SN00__char__008.png","008--","True"
"738","1","1","char","0","tsw00738_01.pic","SRC-TSW00738-SN01__char.png","","True"
"738","2","1","char","0","tsw00738_02.pic","SRC-TSW00738-SN02__char.png","","True"
"738","3","1","char","0","tsw00738_03.pic","SRC-TSW00738-SN03__char.png","","True"
"738","4","1","char","0","tsw00738_04.pic","SRC-TSW00738-SN04__char.png","","True"
"738","5","1","char","0","tsw00738_05.pic","SRC-TSW00738-SN05__char.png","","True"
"738","6","1","char","0","tsw00738_06.pic","SRC-TSW00738-SN06__char.png","","True"
"738","7","1","char","0","tsw00738_07.pic","SRC-TSW00738-SN07__char.png","","True"
"738","8","1","char","0","tsw00738_08.pic","SRC-TSW00738-SN08__char.png","","True"
"739","0","1","char","0","tsw00739_00.pic","SRC-TSW00739-SN00__char__011--0.png","011--0","True"
"739","1","1","char","0","tsw00739_01.pic","SRC-TSW00739-SN01__char.png","","True"
"739","2","1","char","0","tsw00739_02.pic","SRC-TSW00739-SN02__char.png","","True"
"739","3","1","char","0","tsw00739_03.pic","SRC-TSW00739-SN03__char.png","","True"
"739","4","1","char","0","tsw00739_04.pic","SRC-TSW00739-SN04__char.png","","True"
"739","5","1","char","0","tsw00739_05.pic","SRC-TSW00739-SN05__char.png","","True"
"739","6","1","char","0","tsw00739_06.pic","SRC-TSW00739-SN06__char.png","","True"
"739","7","1","char","0","tsw00739_07.pic","SRC-TSW00739-SN07__char.png","","True"
"740","0","1","char","0","tsw00740_00.pic","SRC-TSW00740-SN00__char__011--1.png","011--1","True"
"740","1","1","char","0","tsw00740_01.pic","SRC-TSW00740-SN01__char.png","","True"
"740","2","1","char","0","tsw00740_02.pic","SRC-TSW00740-SN02__char.png","","True"
"740","3","1","char","0","tsw00740_03.pic","SRC-TSW00740-SN03__char.png","","True"
"740","4","1","char","0","tsw00740_04.pic","SRC-TSW00740-SN04__char.png","","True"
"740","5","1","char","0","tsw00740_05.pic","SRC-TSW00740-SN05__char.png","","True"
"740","6","1","char","0","tsw00740_06.pic","SRC-TSW00740-SN06__char.png","","True"
"740","7","1","char","0","tsw00740_07.pic","SRC-TSW00740-SN07__char.png","","True"
"741","0","1","char","0","tsw00741_00.pic","SRC-TSW00741-SN00__char__011--2.png","011--2","True"
"741","1","1","char","0","tsw00741_01.pic","SRC-TSW00741-SN01__char.png","","True"
"741","2","1","char","0","tsw00741_02.pic","SRC-TSW00741-SN02__char.png","","True"
"741","3","1","char","0","tsw00741_03.pic","SRC-TSW00741-SN03__char.png","","True"
"741","4","1","char","0","tsw00741_04.pic","SRC-TSW00741-SN04__char.png","","True"
"741","5","1","char","0","tsw00741_05.pic","SRC-TSW00741-SN05__char.png","","True"
"741","6","1","char","0","tsw00741_06.pic","SRC-TSW00741-SN06__char.png","","True"
"741","7","1","char","0","tsw00741_07.pic","SRC-TSW00741-SN07__char.png","","True"
"742","0","1","char","0","tsw00742_00.pic","SRC-TSW00742-SN00__char__011--3.png","011--3","True"
"742","1","1","char","0","tsw00742_01.pic","SRC-TSW00742-SN01__char.png","","True"
"742","2","1","char","0","tsw00742_02.pic","SRC-TSW00742-SN02__char.png","","True"
"742","3","1","char","0","tsw00742_03.pic","SRC-TSW00742-SN03__char.png","","True"
"742","4","1","char","0","tsw00742_04.pic","SRC-TSW00742-SN04__char.png","","True"
"742","5","1","char","0","tsw00742_05.pic","SRC-TSW00742-SN05__char.png","","True"
"742","6","1","char","0","tsw00742_06.pic","SRC-TSW00742-SN06__char.png","","True"
"742","7","1","char","0","tsw00742_07.pic","SRC-TSW00742-SN07__char.png","","True"
"743","0","1","char","0","tsw00743_00.pic","SRC-TSW00743-SN00__char__011--4.png","011--4","True"
"743","1","1","char","0","tsw00743_01.pic","SRC-TSW00743-SN01__char.png","","True"
"743","2","1","char","0","tsw00743_02.pic","SRC-TSW00743-SN02__char.png","","True"
"743","3","1","char","0","tsw00743_03.pic","SRC-TSW00743-SN03__char.png","","True"
"743","4","1","char","0","tsw00743_04.pic","SRC-TSW00743-SN04__char.png","","True"
"743","5","1","char","0","tsw00743_05.pic","SRC-TSW00743-SN05__char.png","","True"
"743","6","1","char","0","tsw00743_06.pic","SRC-TSW00743-SN06__char.png","","True"
"743","7","1","char","0","tsw00743_07.pic","SRC-TSW00743-SN07__char.png","","True"
"744","0","1","char","0","tsw00744_00.pic","SRC-TSW00744-SN00__char__011--7.png","011--7","True"
"744","1","1","char","0","tsw00744_01.pic","SRC-TSW00744-SN01__char.png","","True"
"744","2","1","char","0","tsw00744_02.pic","SRC-TSW00744-SN02__char.png","","True"
"744","3","1","char","0","tsw00744_03.pic","SRC-TSW00744-SN03__char.png","","True"
"744","4","1","char","0","tsw00744_04.pic","SRC-TSW00744-SN04__char.png","","True"
"744","5","1","char","0","tsw00744_05.pic","SRC-TSW00744-SN05__char.png","","True"
"744","6","1","char","0","tsw00744_06.pic","SRC-TSW00744-SN06__char.png","","True"
"744","7","1","char","0","tsw00744_07.pic","SRC-TSW00744-SN07__char.png","","True"
"745","0","1","char","0","tsw00745_00.pic","SRC-TSW00745-SN00__char__011--6.png","011--6","True"
"745","1","1","char","0","tsw00745_01.pic","SRC-TSW00745-SN01__char.png","","True"
"745","2","1","char","0","tsw00745_02.pic","SRC-TSW00745-SN02__char.png","","True"
"745","3","1","char","0","tsw00745_03.pic","SRC-TSW00745-SN03__char.png","","True"
"745","4","1","char","0","tsw00745_04.pic","SRC-TSW00745-SN04__char.png","","True"
"745","5","1","char","0","tsw00745_05.pic","SRC-TSW00745-SN05__char.png","","True"
"745","6","1","char","0","tsw00745_06.pic","SRC-TSW00745-SN06__char.png","","True"
"745","7","1","char","0","tsw00745_07.pic","SRC-TSW00745-SN07__char.png","","True"
"746","0","1","char","0","tsw00746_00.pic","SRC-TSW00746-SN00__char__011--5.png","011--5","True"
"746","1","1","char","0","tsw00746_01.pic","SRC-TSW00746-SN01__char.png","","True"
"746","2","1","char","0","tsw00746_02.pic","SRC-TSW00746-SN02__char.png","","True"
"746","3","1","char","0","tsw00746_03.pic","SRC-TSW00746-SN03__char.png","","True"
"746","4","1","char","0","tsw00746_04.pic","SRC-TSW00746-SN04__char.png","","True"
"746","5","1","char","0","tsw00746_05.pic","SRC-TSW00746-SN05__char.png","","True"
"746","6","1","char","0","tsw00746_06.pic","SRC-TSW00746-SN06__char.png","","True"
"746","7","1","char","0","tsw00746_07.pic","SRC-TSW00746-SN07__char.png","","True"
"747","0","1","char","0","tsw00747_00.pic","SRC-TSW00747-SN00__char__011.png","011--","True"
