"enemy_id","enemy_name","action_type","source_id","action_name","attack_effect_id","attack_point","attribute_id","wide_range","affixation_effect","continuous_turns","add_buff","initial_usage_count","ai_rate","cooldown"
"61","機關三魔獸","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","6","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"199","天將","普通攻擊","","基本攻擊效果","404","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"199","天將","特殊攻擊","405","特殊攻擊效果 405","405","1000","6","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"199","天將","特殊攻擊","405","特殊攻擊效果 405","405","1000","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"214","黑龍","普通攻擊","","基本攻擊效果","406","0","6","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"214","黑龍","特殊攻擊","407","特殊攻擊效果 407","407","600","2","Y","0","0","0","8","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"214","黑龍","特殊攻擊","296","特殊攻擊效果 296","296","0","10","","0","5","268435456","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"186","黑無常","普通攻擊","","基本攻擊效果","410","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"186","黑無常","技能","1708","無常沙石","411","500","4","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"186","黑無常","技能","1708","無常沙石","411","500","4","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"255","尼凱","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"255","尼凱","技能","1715","聖光浴","432","1000","6","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"255","尼凱","技能","1715","聖光浴","432","1000","6","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"255","尼凱","特殊攻擊","4","特殊攻擊效果 4","4","0","9","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"198","太白金星","普通攻擊","","基本攻擊效果","402","0","8","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"198","太白金星","技能","1707","道臨天下","403","800","6","Y","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"198","太白金星","技能","1707","道臨天下","403","800","6","Y","0","0","0","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"198","太白金星","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","3","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"198","太白金星","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"47","蟹精魔機","普通攻擊","","基本攻擊效果","433","0","8","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"47","蟹精魔機","特殊攻擊","434","特殊攻擊效果 434","434","800","8","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"47","蟹精魔機","特殊攻擊","434","特殊攻擊效果 434","434","800","8","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"67","康那里士","普通攻擊","","基本攻擊效果","257","10","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"67","康那里士","技能","1684","靈魔幻音","199","300","7","Y","0","0","0","5","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"67","康那里士","技能","1552","食魂咒","59","0","7","","64","5","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"67","康那里士","治療／危急技能","1683","魔氣縱橫","198","0","7","","0","0","0","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"67","康那里士","治療／危急技能","1683","魔氣縱橫","198","0","7","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"384","蜃樓財寶怪","普通攻擊","","基本攻擊效果","132","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"194","白無常","普通攻擊","","基本攻擊效果","322","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"194","白無常","技能","1691","無常陰風","324","800","3","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"194","白無常","技能","1691","無常陰風","324","800","3","","0","0","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"194","白無常","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","普通攻擊","","基本攻擊效果","197","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","技能","1684","靈魔幻音","199","300","7","Y","0","0","0","4","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","技能","1502","焰火環","12","0","1","","1","8","0","5","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","技能","1684","靈魔幻音","199","300","7","Y","0","0","0","2","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","治療／危急技能","1683","魔氣縱橫","198","0","7","","0","0","0","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"180","格特輪","治療／危急技能","1683","魔氣縱橫","198","0","7","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"149","九天玄女","普通攻擊","","基本攻擊效果","399","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"149","九天玄女","技能","1700","日輪烈焰","382","320","1","Y","0","0","0","8","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"149","九天玄女","技能","1698","移魂仙樂","380","550","6","","0","0","0","5","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"149","九天玄女","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"149","九天玄女","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","1","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"165","色烈芬","特殊攻擊","427","特殊攻擊效果 427","427","600","6","Y","0","0","0","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"165","色烈芬","特殊攻擊","427","特殊攻擊效果 427","427","600","6","Y","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"172","阿普洛迪","普通攻擊","","基本攻擊效果","111","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"172","阿普洛迪","特殊攻擊","428","特殊攻擊效果 428","428","1200","6","","0","0","0","8","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"172","阿普洛迪","特殊攻擊","428","特殊攻擊效果 428","428","1200","6","","0","0","0","5","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"13","藍魔神","普通攻擊","","基本攻擊效果","3","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"13","藍魔神","技能","1","技能 1","","","","","","","","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"13","藍魔神","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","5","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"223","石獅精","普通攻擊","","基本攻擊效果","133","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"223","石獅精","技能","1709","獅子吼","409","500","9","","0","0","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"223","石獅精","技能","1709","獅子吼","409","500","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"76","羯忍幻機","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"76","羯忍幻機","特殊攻擊","397","特殊攻擊效果 397","397","700","8","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"76","羯忍幻機","特殊攻擊","398","特殊攻擊效果 398","398","600","9","","0","0","0","8","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"49","羯忍幻機","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"49","羯忍幻機","特殊攻擊","397","特殊攻擊效果 397","397","700","8","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"49","羯忍幻機","特殊攻擊","398","特殊攻擊效果 398","398","600","9","","0","0","0","8","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"6","姆斯比爾","普通攻擊","","基本攻擊效果","61","0","1","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"6","姆斯比爾","技能","1666","炎魔熾烈擊","63","80","1","Y","0","0","0","5","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"6","姆斯比爾","技能","1667","火神力場","64","8","1","Y","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"6","姆斯比爾","特殊攻擊","6","特殊攻擊效果 6","6","0","9","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"158","娥皇","普通攻擊","","基本攻擊效果","153","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"158","娥皇","技能","1700","日輪烈焰","382","320","1","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"158","娥皇","技能","1686","封靈滅法","208","0","10","","16","8","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"159","女英","普通攻擊","","基本攻擊效果","387","0","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"159","女英","技能","1701","殘月鎖漪","383","400","2","Y","0","0","0","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"159","女英","技能","1701","殘月鎖漪","383","400","2","Y","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"148","七仙女","普通攻擊","","基本攻擊效果","349","0","6","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"148","七仙女","技能","1698","移魂仙樂","380","550","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"148","七仙女","技能","1698","移魂仙樂","380","550","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"238","尼梅亞獅","普通攻擊","","基本攻擊效果","322","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"238","尼梅亞獅","技能","1709","獅子吼","409","500","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"238","尼梅亞獅","技能","1709","獅子吼","409","500","9","","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"150","嫦娥","普通攻擊","","基本攻擊效果","358","0","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"150","嫦娥","技能","1548","元體靈滅","334","500","6","","0","0","0","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"150","嫦娥","技能","1542","禁言封咒術","148","0","6","","16","5","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"150","嫦娥","技能","1548","元體靈滅","334","500","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"277","雪女","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"277","雪女","技能","1702","三日結寒","384","300","2","Y","2","3","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"277","雪女","技能","1702","三日結寒","384","300","2","Y","2","3","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"157","女夷22","普通攻擊","","基本攻擊效果","386","0","3","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"157","女夷22","技能","1699","除魔靈鼓","381","400","6","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"157","女夷22","技能","1699","除魔靈鼓","381","400","6","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"156","女夷","普通攻擊","","基本攻擊效果","386","0","3","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"156","女夷","技能","1699","除魔靈鼓","381","400","6","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"156","女夷","技能","1699","除魔靈鼓","381","400","6","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"281","天宮仙女","普通攻擊","","基本攻擊效果","358","0","2","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"281","天宮仙女","技能","1703","流雲幻光","385","380","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"281","天宮仙女","技能","1703","流雲幻光","385","380","6","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"167","戰死屍鬼","普通攻擊","","基本攻擊效果","122","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"167","戰死屍鬼","特殊攻擊","352","特殊攻擊效果 352","352","500","7","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"167","戰死屍鬼","特殊攻擊","352","特殊攻擊效果 352","352","500","7","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"254","肯塔羅斯","普通攻擊","","基本攻擊效果","40","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"254","肯塔羅斯","技能","1513","冰石亂墜","183","100","2","Y","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"254","肯塔羅斯","技能","1513","冰石亂墜","183","100","2","Y","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"380","教眾長老","普通攻擊","","基本攻擊效果","313","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"380","教眾長老","技能","1","技能 1","","","","","","","","6","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"380","教眾長老","特殊攻擊","325","特殊攻擊效果 325","325","0","7","","32","8","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"380","教眾長老","特殊攻擊","325","特殊攻擊效果 325","325","0","7","","32","8","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"60","冰魔薇達","普通攻擊","","基本攻擊效果","111","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"60","冰魔薇達","技能","1","技能 1","","","","","","","","6","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"7","康那里士","普通攻擊","","基本攻擊效果","74","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"7","康那里士","技能","1668","六芒星斬","73","80","7","Y","0","0","0","6","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"7","康那里士","技能","1552","食魂咒","59","0","7","","64","5","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"7","康那里士","特殊攻擊","8","特殊攻擊效果 8","8","0","9","","0","0","0","1","0","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"7","康那里士","治療／危急技能","1","技能 1","","","","","","","","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"191","樂仙女","普通攻擊","","基本攻擊效果","349","0","6","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"191","樂仙女","技能","1546","仙音淨化","281","200","6","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"191","樂仙女","技能","1546","仙音淨化","281","200","6","Y","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"191","樂仙女","技能","1546","仙音淨化","281","200","6","Y","0","0","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"191","樂仙女","治療／危急技能","1","技能 1","","","","","","","","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"316","妖燈鬼","普通攻擊","","基本攻擊效果","350","0","1","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"316","妖燈鬼","特殊攻擊","351","特殊攻擊效果 351","351","250","7","Y","0","0","0","8","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"316","妖燈鬼","特殊攻擊","296","特殊攻擊效果 296","296","0","10","","0","5","268435456","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"253","雪芙","普通攻擊","","基本攻擊效果","345","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"253","雪芙","技能","1695","仙靈冰封","344","400","2","Y","1","3","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"253","雪芙","技能","1695","仙靈冰封","344","400","2","Y","1","3","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"226","獨角獸","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"226","獨角獸","特殊攻擊","430","特殊攻擊效果 430","430","600","8","","0","0","0","6","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"226","獨角獸","特殊攻擊","430","特殊攻擊效果 430","430","600","8","","0","0","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"50","影忍妖機","普通攻擊","","基本攻擊效果","181","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"155","蠶女","普通攻擊","","基本攻擊效果","307","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"155","蠶女","技能","1694","風捲殘雲","343","600","3","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"155","蠶女","技能","1694","風捲殘雲","343","600","3","Y","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"3","薇達","普通攻擊","","基本攻擊效果","116","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"267","冥府獄卒","普通攻擊","","基本攻擊效果","3","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"267","冥府獄卒","特殊攻擊","321","特殊攻擊效果 321","321","480","9","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"267","冥府獄卒","特殊攻擊","320","特殊攻擊效果 320","320","0","10","","512","8","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"395","高地骷髏妖","普通攻擊","","基本攻擊效果","1","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"395","高地骷髏妖","特殊攻擊","9","特殊攻擊效果 9","9","23","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"152","瑪特女神","特殊攻擊","425","特殊攻擊效果 425","425","400","9","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"152","瑪特女神","特殊攻擊","426","特殊攻擊效果 426","426","700","6","","0","0","0","7","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"433","道士","普通攻擊","","基本攻擊效果","313","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"433","道士","技能","1","技能 1","","","","","","","","5","6","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"433","道士","特殊攻擊","325","特殊攻擊效果 325","325","0","7","","32","8","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"433","道士","特殊攻擊","325","特殊攻擊效果 325","325","0","7","","32","8","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"124","炎靈子","普通攻擊","","基本攻擊效果","350","0","1","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"124","炎靈子","特殊攻擊","424","特殊攻擊效果 424","424","700","1","","0","0","0","5","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"124","炎靈子","特殊攻擊","423","特殊攻擊效果 423","423","600","1","","0","0","0","4","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"273","瘟鬼","普通攻擊","","基本攻擊效果","314","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"273","瘟鬼","特殊攻擊","319","特殊攻擊效果 319","319","150","5","","4096","8","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"273","瘟鬼","特殊攻擊","318","特殊攻擊效果 318","318","0","10","","32","8","0","5","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"57","機關和尚","普通攻擊","","基本攻擊效果","132","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"57","機關和尚","技能","1690","降龍拳","306","300","9","","0","0","0","3","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"57","機關和尚","技能","1690","降龍拳","306","300","9","","0","0","0","2","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"57","機關和尚","技能","1690","降龍拳","306","300","9","","0","0","0","1","5","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"57","機關和尚","特殊攻擊","3","特殊攻擊效果 3","3","0","9","","0","0","0","5","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"154","上元夫人","普通攻擊","","基本攻擊效果","260","0","9","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"154","上元夫人","特殊攻擊","2","特殊攻擊效果 2","2","0","9","","0","0","0","4","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"154","上元夫人","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"154","上元夫人","治療／危急技能","1578","神癒咒","14","0","0","","0","0","0","2","依目前 HP 數值最少的存活敵人之 HP 百分比增加權重；不是最低 HP 百分比排序。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"64","藍魔神","普通攻擊","","基本攻擊效果","246","100","2","Y","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"64","藍魔神","技能","1673","晶石裂地","109","75","2","Y","0","0","0","3","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"64","藍魔神","技能","1672","凝冰術","110","100","2","","0","0","0","2","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"64","藍魔神","特殊攻擊","1","特殊攻擊效果 1","1","0","9","","0","0","0","3","3","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"271","吊死鬼","普通攻擊","","基本攻擊效果","313","0","7","","0","0","0","","動態：連續普通攻擊越多，權重越低，最低 2。","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
"271","吊死鬼","特殊攻擊","317","特殊攻擊效果 317","317","0","10","","2","8","0","4","4","未定義；原版 AI 使用權重與剩餘使用次數，非每回合 CD。"
