"item_id","name","level","area","types","roles","consumption","consumes_mp","consumes_sp","consumes_throwable","consumes_item","use_place","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count","info_text","help_text"
"1630","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1631","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1632","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1633","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1634","疾鷹七痕劍","8","0","IT_05","1","0","","","","","1","75","7","9","","0","0","0","0","0","","","","","0","0","效果：連續七次物理傷害  對象：敵方單人","主角自行領悟的高超劍術，在經過許多的戰場磨練之下而想出一種極快的劍路；從起勢到完結一氣喝成無間斷。"
"1635","虛影斬","15","0","IT_05","1","400","","","","","1","127","35","9","","0","0","0","0","0","","","","","0","0","效果：連續六次物理傷害  對象：敵方單人","主角一人以獨特的步伐產生出幻像，雖看似兩人其實以極快的速度在不同的位置發出攻勢。"
"1636","御劍燎原","0","0","IT_05","1","402","","","","","1","332","100","9","","0","0","0","0","0","","","","","0","0","效果：連續八次物理傷害  對象：敵方單人","主角在慧彥的指導過後所領悟劍法，能憑氣御劍並幻化出許多利劍攻擊敵人。"
"1637","蛟龍翻身","0","0","IT_05","1","500","","","","","1","368","1000","1","Y","0","0","0","0","0","","","","","0","0","效果：火系傷害  對象：敵方全體","主角以劍憑空畫圓，達至人劍合一的境界並吸收大地之精氣，與自身罡氣融合於劍上，再將這力量瞬間由地底冒出擊殺敵人。"
"1638","霸王崩山勁","0","0","IT_05","1","500","","","","","1","369","1800","9","Y","0","0","0","0","0","","","","","0","0","效果：武術傷害  對象：敵方全體","主角在武術中領悟到不管那種武功，本身最重要的是──心，唯有與心合一才能發揮武功的最高境界；有了如此的領悟才能擊出無可比擬的掌勁。"
"1639","天狼巽閃","0","0","IT_05","1","404","","","","","1","370","6000","9","","0","0","0","0","0","","","","","0","0","效果：時間跳躍刺殺  對象：敵方單人","主角運用自身奇特的能力─時間跳躍，與武術結合出的招式，能在未來的時間將敵人殺死。"
"1640","靈弓蛇箭","0","0","IT_05","2","0","","","","","1","79","70","9","","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方單人","射出的弓箭如動作靈敏的蛇一樣的追擊敵人並纏繞之。"
"1641","寒山月引","0","0","IT_05","2","405","","","","","1","196","300","7","","0","0","0","0","0","","","","","0","0","效果：吸收生命、體力  對象：敵方單人","一種偏離正道的法術，會將對方的生命與體力吸收據為己用。女主角眼泛紫紅光，而敵人身上漸漸流出怪異的光，進入女主角體內。"
"1642","三界妖靈","0","0","IT_05","2","406","","","","","1","371","700","7","","0","0","0","0","0","","","","","0","0","效果：暗系傷害  對象：敵方單人","女主角化為一冥靈光球，進而飛向敵方，再碰觸的一瞬間將所有的妖邪力爆發出來。"
"1643","靈箭幻舞","0","0","IT_05","2","500","","","","","1","372","500","9","Y","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方全體","將弓箭的優點發揮到極點，再加上自身的靈力擊射出無數的幻箭；而其爆發的力量幾乎可撕裂地面一樣。"
"1644","無我滅境","0","0","IT_05","2","500","","","","","1","373","2000","7","Y","0","0","0","0","0","","","","","0","0","效果：暗系傷害  對象：敵方全體","把自身所有的靈力集中於一點，在一瞬間完全的釋放；由於空間無法負荷這突然的巨大能量，而產生異樣的爆炸；方圓百里之內無人能倖免。"
"1645","血刃飄零","0","0","IT_05","3","0","","","","","1","301","300","9","","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方單人","卡瑪藉安卡之法力發出血刀氣，在敵人身上揮砍出一血玫瑰。"
"1646","水月流轉","0","0","IT_05","3","0","","","","","1","302","500","9","","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方單人","以安卡之力合於兵器之中，卡瑪再將勁力注於刀上極速旋繞穿越敵人。"
"1647","風伯見日","0","0","IT_05","3","500","","","","","1","374","2500","3","Y","0","0","0","0","0","","","","","0","0","效果：風系傷害  對象：敵方全體","因機緣巧合跟風伯學得的獨特仙術。喚出風伯以風袋吹出強烈的風襲捲敵人。"
"1648","元極四方","0","0","IT_05","3","500","","","","","1","376","3000","6","Y","0","0","0","0","0","","","","","0","0","效果：光系傷害  對象：敵方全體","安卡身衝入敵境造出一小型的亞空間，卡瑪再施予強大的重力重擊敵人。"
"1649","銀焰穿心槍","10","0","IT_05","4","0","","","","","1","285","600","9","","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方單人","李靖將全身罡氣集中於槍尖，再以高速旋轉槍身同一時間內投射出去貫穿敵人。"
"1650","天將伏千軍","40","0","IT_05","4","500","","","","","1","289","200","9","Y","0","0","0","0","0","","","","","0","0","效果：連續四次物理傷害  對象：敵方全體","請天將神威附於身體，以無匹神力催動攻擊，在短短的時間內不知發出了多少次的強大攻擊。"
"1651","雨師興浪","0","0","IT_05","4","500","","","","","1","375","2500","2","Y","0","0","0","0","0","","","","","0","0","效果：水系傷害  對象：敵方全體","因機緣巧合跟雨神學得的獨特仙術。喚出雨師進而天落雨箭刺穿敵人。"
"1652","真武神威","0","0","IT_05","4","409","","","","","1","377","4000","6","","0","0","0","0","0","","","","","0","0","效果：物理傷害  對象：敵方單人","李靖將自身精元捨棄，並幻化為力量強大的靈光槍；進而穿越時空蹦然出現敵人上方，在敵方尚未反應之前已將敵方殲滅。"
"1653","因果輪迴","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","短暫時間內，無論誰攻擊施術者，都會讓自己得到跟施術者相同的損傷。同樣的，施術者的攻擊也會損傷到自己。"
"1654","偷天換日","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","偷竊敵人的法術來施展，敵人還要自己負擔所消耗的能量。"
"1655","天裁地判","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","讓在場的所有人立即受天地審判，惡者折損生命力，善者增加生命力。"
"1656","離影術","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","相當高強的幻術，施術者可以把自己的形象投射在敵人身上，智力低的敵人會上當起內訌。"
"1657","蜃氣劫","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","若敵人有一群，可以讓所有的敵人模樣與能力變成施術者所指定的敵人。"
"1658","封魔奇經","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","中此術者可能會在戰鬥死後留下封魔水晶，封魔水晶內將封印死者最後施展的仙術。"
"1659","無間地獄","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","被施展此術者，將無間斷的重複這場戰鬥中最重的傷害，但要一直減損施術者的魔力到用盡為止。對惡性重大者最有效。"
"1660","有緣情深","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","施術者可以選擇一個同伴融合生命力、體力與魔力來共用。但緣相差太大會影響融合效果。"
"1661","閻羅生死廳","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","施術者與夥伴進入地獄的生命之燭廳，可以直接弄熄敵人的生命之燭。僅對活著的敵人有效。"
"1662","聚雷光","10","1","IT_05|IT_28","","0","Y","","","","1","28","30","8","","0","0","0","0","0","","","","","0","0","","集天地之元，聚成一小型的精元雷電。"
"1663","火球術","8","1","IT_05|IT_28","","0","Y","","","","1","29","35","1","","0","0","0","0","0","","","","","0","0","","在天空憑空產生一火球投射燃燒敵人。"
"1664","魔炎柱","12","1","IT_05|IT_28","","0","Y","","","","1","38","80","1","","0","0","0","0","0","","","","","0","0","","藉由大地之氣引動高熱的上昇氣流，瞬間於敵人下方爆裂。"
"1665","冰雹術","22","1","IT_05|IT_28","","0","Y","","","","1","46","40","2","Y","0","0","0","0","0","","","","","0","0","","運用魔咒喚雲凝冰，從天降下無數的小冰石。"
"1666","炎魔熾烈擊","25","1","IT_05","","0","Y","","","","1","63","80","1","Y","0","0","0","0","0","","","","","0","0","","姆斯比爾化成一巨大火球從天而降，其威力足以憾動大地。"
"1667","火神力場","30","1","IT_05","","0","Y","","","","1","64","8","1","Y","0","0","0","0","0","","","","","0","0","","姆斯比爾將全身精元幻化出一炙熱的火燄波浪，襲捲而去。"
"1668","六芒星斬","30","1","IT_05|IT_28","","0","Y","","","","1","73","80","7","Y","0","0","0","0","0","","","","","0","0","","以黑暗之力摧動巨大劍氣在地面刻畫出巨大的六芒星。"
"1669","狂浪襲","27","1","IT_05|IT_28","","0","Y","","","","1","91","60","2","Y","0","0","0","0","0","","","","","0","0","","妖力夠強的妖魔鬼怪都能借助大自然的力量攻擊敵人，狂浪襲就是其中一種；憑空出現一陣陣強大的巨浪攻擊對手。"
"1670","纏絲氣","22","1","IT_05|IT_28","","0","Y","","","","1","92","70","7","","0","0","0","0","0","","","","","0","0","","將自身的靈力化成一絲絲的浮游紅氣，進而將敵人慢慢的纏繞至死。"
"1671","海靈彈","26","1","IT_05|IT_28","","0","Y","","","","1","101","80","2","","0","0","0","0","0","","","","","0","0","","將水之精元凝聚成一冰寒的小球，向敵方襲擊而去；在命中時瞬間將寒氣釋放出。"
"1672","凝冰術","30","1","IT_05|IT_28","","0","Y","","","","1","110","100","2","","0","0","0","0","0","","","","","0","0","","將天地間的寒氣一點一滴的侵入敵人的體內，進而傷害生物的內部。"
"1673","晶石裂地","35","1","IT_05","","0","Y","","","","1","109","75","2","Y","0","0","0","0","0","","","","","0","0","","喚出天空中雨雲的結晶，並幻化為巨大堅硬的冰石，以極高的速度下墜攻擊指定的目標。"
"1674","霜漩流","32","1","IT_05|IT_28","","0","Y","","","","1","112","90","2","Y","0","0","0","0","0","","","","","0","0","","以極寒的法力將大氣凝結成冰霜塊，並以高速旋轉撞擊敵人。"
"1675","冰霜波","20","1","IT_05","","0","Y","","","","1","118","70","2","","0","0","0","0","0","","","","","0","0","","以極寒的法力將大氣凝結成冰霜塊，並以高速旋轉撞擊敵人。"
"1676","幻光聖劍","26","0","IT_05|IT_28","","0","Y","","","","1","121","120","6","","0","0","0","0","0","","","","","0","0","","發射出許多神聖的小光劍包圍敵人。"
"1677","天降雷火","30","0","IT_05|IT_28","","0","Y","","","","1","123","150","8","","0","0","0","0","0","","","","","0","0","","於東亞地區都傳說著，天界會在人類犯下大錯時降下無匹力量的天火，加以懲戒。"
"1678","風靈之手","30","0","IT_05","","0","Y","","","","1","124","80","3","Y","0","0","0","0","0","","","","","0","0","","藉由風之神的力量，於大地上喚出一巨大的龍捲巨風將地面所有敵人一掃而盡。"
"1679","凍霧術","23","1","IT_04|IT_28","2|3|4","0","Y","","","","1","103","0","2","","3","1","0","0","0","","","","","0","0","","由自身發出奇異的寒氣，連霧氣都能凍結。"
"1680","懾心靈震","45","1","IT_05","","0","Y","","","","1","161","300","7","Y","0","0","0","0","0","","","","","0","0","","搜羅十方冤魂之怨念，並將其收歸為闇靈球，同時轉化為一股詭異的震波襲捲大地。"
"1681","紅嵐滔光","40","1","IT_05","","0","Y","","","","1","182","350","1","Y","0","0","0","0","0","","","","","0","0","","結合妖力與機械的力量，在敵人位置底下暴漲出強悍的妖波。"
"1682","滅靈光環","38","0","IT_05|IT_28","1|2|3|4","0","Y","","","","1","195","300","6","","0","0","0","0","0","","","","","0","0","","將自身的生命精元化成一陣陣的衝擊波來傷害敵人。"
"1683","魔氣縱橫","38","1","IT_13","","0","Y","","","","1","198","0","7","","0","0","0","0","0","","","","","0","0","","吸取各方冤魂的靈氣來回復自身流失的精氣，不過這方法只對魔界之人有效。"
"1684","靈魔幻音","42","1","IT_05|IT_28","1|2|3|4","0","Y","","","","1","199","300","7","Y","0","0","0","0","0","","","","","0","0","","利用自身的靈氣震盪出一陣陣奇妙的幻音，聽到此音的人如不馬上寧神定心的話，體內六腑則會受到不小的傷害。"
"1685","雷霆光鏵","50","0","IT_05|IT_28","1|2|3|4","0","Y","","","","1","207","350","8","Y","0","0","0","0","0","","","","","0","0","","引天地之力夾雷霆萬鈞之力奔衝擊下，受擊者無能幸還；因為其力量恐怕連十吋鋼鐵都能貫穿。"
"1686","封靈滅法","35","1","IT_04|IT_28","1|2|3|4","0","Y","","","","1","208","0","10","","8","16","0","0","0","","","","","0","0","","祭念出奇特的咒語將其靈力暫時封於體內；讓受術者不能施展法術。"
"1687","虛無幻境","48","1","IT_05","1|2|3|4","0","Y","","","","1","264","9999","7","","0","0","0","0","0","","","","","0","0","",""
"1688","魔氣貫頂","50","1","IT_05","1|2|3|4","0","Y","","","","1","265","320","7","Y","0","0","0","0","0","","","","","0","0","",""
"1689","菩提羅漢","50","1","IT_05","1|2|3|4","0","Y","","","","1","305","450","9","","0","0","0","0","0","","","","","0","0","","少林寺七十二絕技之一，此招數已內功為主外功為輔；兩者相輔並用方能發揮最大威力。"
"1690","降龍拳","40","1","IT_05|IT_28","1|2|3|4","0","Y","","","","1","306","300","9","","0","0","0","0","0","","","","","0","0","","少林寺七十二絕技之一，全靠拳法勁力降服對手，練致顛峰時是一套強勁的拳法。"
"1691","無常陰風","48","2","IT_05","","0","Y","","","","1","324","800","3","","0","0","0","0","0","","","","","0","0","",""
"1692","五雷咒","40","0","IT_05|IT_28","1|2|3|4","0","Y","","","","1","326","300","8","Y","0","0","0","0","0","","","","","0","0","","古老的密法中有記載著引雷之術，道士將其密法寫化成咒，藉以傷害他人。不過此法相當耗費精力。"
"1693","三昧陰火劫","52","1","IT_05|IT_28","1|3","0","Y","","","","1","338","480","7","Y","0","0","0","0","0","","","","","0","0","","以陰邪之力催動天外之靈火，瞬間將大地的一切燃燒殆盡。"
"1694","風捲殘雲","41","0","IT_05|IT_28","1|3","0","Y","","","","1","343","600","3","Y","0","0","0","0","0","","","","","0","0","",""
"1695","仙靈冰封","39","1","IT_05|IT_28","1|2|3|4","0","Y","","","","1","344","400","2","Y","3","1","0","0","0","","","","","0","0","",""
"1696","百毒魔爪","55","1","IT_05","1|2|3|4","0","Y","","","","1","347","200","5","Y","6","4096","0","0","0","","","","","0","0","",""
"1697","萬妖聚靈","58","1","IT_13","","0","Y","","","","1","357","0","7","","0","0","0","0","0","","","","","0","0","",""
"1698","移魂仙樂","0","0","IT_05|IT_28","","0","Y","","","","1","380","550","6","","0","0","0","0","0","","","","","0","0","",""
"1699","除魔靈鼓","0","0","IT_05|IT_28","","0","Y","","","","1","381","400","6","","0","0","0","0","0","","","","","0","0","",""
"1700","日輪烈焰","0","0","IT_05|IT_28","","0","Y","","","","1","382","320","1","Y","0","0","0","0","0","","","","","0","0","",""
"1701","殘月鎖漪","0","0","IT_05|IT_28","","0","Y","","","","1","383","400","2","Y","0","0","0","0","0","","","","","0","0","",""
"1702","三日結寒","0","0","IT_05","","0","Y","","","","1","384","300","2","Y","3","2","0","0","0","","","","","0","0","",""
"1703","流雲幻光","0","0","IT_05|IT_28","","0","Y","","","","1","385","380","6","","0","0","0","0","0","","","","","0","0","",""
"1704","草木皆兵","0","0","IT_05","","0","Y","","","","1","388","0","6","","0","0","0","0","0","","","","","379","2","",""
"1705","神焰九轉","0","0","IT_05","","0","Y","","","","1","389","600","1","Y","0","0","0","0","0","","","","","0","0","",""
"1706","千烈凰屏","0","0","IT_05","","0","Y","","","","1","401","700","1","Y","0","0","0","0","0","","","","","0","0","",""
"1707","道臨天下","0","0","IT_05","","0","Y","","","","1","403","800","6","Y","0","0","0","0","0","","","","","0","0","",""
"1708","無常沙石","0","0","IT_05","","0","Y","","","","1","411","500","4","Y","0","0","0","0","0","","","","","0","0","",""
"1709","獅子吼","20","1","IT_05","","0","Y","","","","1","409","500","9","","0","0","0","0","0","","","","","0","0","",""
"1710","霸王崩山勁","0","0","IT_05","1","0","","","","","1","415","1500","7","Y","0","0","0","0","0","","","","","0","0","",""
"1711","百鬼碎裂","0","0","IT_05","1","0","","","","","1","418","1200","4","Y","0","0","0","0","0","","","","","0","0","",""
"1712","百闇川聚","0","0","IT_05","1","0","","","","","1","419","3000","7","Y","0","0","0","0","0","","","","","0","0","",""
"1713","拂塵燎原","0","0","IT_05","1","0","","","","","1","420","2000","8","Y","0","0","0","0","0","","","","","0","0","",""
"1714","闇魔源","0","0","IT_13","1","0","","","","","1","421","0","7","","0","0","0","0","0","","","","","0","0","",""
"1715","聖光浴","26","0","IT_05","","0","Y","","","","1","432","1000","6","","0","0","0","0","0","","","","","0","0","",""
"1716","風馳貫陰雷","0","0","IT_05","1","0","","","","","1","435","3500","8","Y","0","0","0","0","0","","","","","0","0","",""
"1717","奔雷閃襲","0","0","IT_05","1","0","","","","","1","436","5000","8","","0","0","0","0","0","","","","","0","0","",""
"1718","青焰纏捲","55","1","IT_05","1|2|3|4","0","Y","","","","1","466","2000","10","Y","3","4096","0","0","0","","","","","0","0","",""
"1719","血靈還魂","0","0","IT_05","1","0","Y","","","","1","465","4000","7","Y","0","0","0","0","0","Y","","","","0","0","",""
"1720","封術禁言","35","1","IT_04","1|2|3|4","0","Y","","","","1","467","0","10","Y","5","16","0","0","0","","","","","0","0","",""
"1721","封言禁咒","35","1","IT_04","1|2|3|4","0","Y","","","","1","467","0","10","Y","5","16","0","0","0","","","","","0","0","",""
