"item_id","name","level","slot_types","roles","is_unique","discard","add_atk","add_def","add_spd","add_dodge","add_hp","add_mp","add_sp","add_str","add_stamina","add_wis","add_friend","add_special","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","info_text","help_text"
"992","白玉飛天珮","56","IT_10|IT_11","1|2|3|4","","","6","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"993","白玉龍紋珮","0","IT_10|IT_11","1|2|3|4","","","5","5","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"994","五彩石項鍊","0","IT_10|IT_11","2|3","","","10","10","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"995","神草結","54","IT_10|IT_11","1|2|3|4","","","1","1","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"996","太極護符","60","IT_10|IT_11","1|2|3|4","","","2","6","-3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"997","四象結符","0","IT_10|IT_11","1|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"998","珊瑚耳環","30","IT_10|IT_11","2|3","","","1","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"999","珍珠耳環","32","IT_10|IT_11","2|3","","","2","-2","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1000","象牙耳環","42","IT_10|IT_11","2|3","","","1","3","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1001","綠玉耳環","48","IT_10|IT_11","2|3","","","0","2","1","0","0","80","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1002","紅寶石耳環","0","IT_10|IT_11","2|3","","","2","3","1","0","40","20","30","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1003","棉布衣","22","IT_10|IT_31","1|2|3|4","","","0","3","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1004","貂皮衣","24","IT_10|IT_31","1|2|3|4","","","0","10","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1005","虎皮衣","26","IT_10|IT_31","2|3","","","0","13","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1006","蛇鱗衣","30","IT_10|IT_31","2|3","","","1","18","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1007","蛟鱗衣","32","IT_10|IT_31","2|3","","","0","22","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1008","天蠶絲衣","38","IT_10|IT_31","2|3","","","0","85","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1009","玄雪絲衣","0","IT_10|IT_31","2|3","","","0","113","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1010","鳳凰羽衣","0","IT_10|IT_31","2|3","","","5","108","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1011","護心鏡","28","IT_10|IT_31","1|2|3|4","","","1","16","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1012","光紗天衣","42","IT_10|IT_31","3","","","4","96","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1013","竹葉符衣","40","IT_10|IT_31","2","","","0","98","2","0","0","-20","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1014","神秘斗篷","34","IT_10|IT_31","2|3","","","0","35","2","0","0","0","20","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1015","白狐披風","0","IT_10|IT_31","2","","","0","118","0","0","0","8","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1016","血殷長袍","36","IT_10|IT_31","2","","","5","60","-2","0","0","0","0","0","0","0","0","0","58","0","7","","3","256","0","0","0","",""
"1017","天仙神衣","0","IT_10|IT_31","3","","","0","134","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1018","毛獸大衣","0","IT_10|IT_31","1|2|3|4","","","0","50","-5","1","3","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1019","頭巾","9","IT_10|IT_29","1|2|3|4","","","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1020","布帽","11","IT_10|IT_29","1|2|3|4","","","0","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1021","銀髮結","17","IT_10|IT_29","2|3","","","0","5","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1022","安碧特麗之冠","21","IT_10|IT_29","2|3","","","2","8","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1023","翠玉金釵","27","IT_10|IT_29","2|3","","","-5","18","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1024","藍夷髮帶","15","IT_10|IT_29","2|3","","","5","20","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1025","天蠶絲帶","33","IT_10|IT_29","2|3","","","0","35","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1026","派翠拉之冠","31","IT_10|IT_29","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1027","麒麟緞帶","41","IT_10|IT_29","3","","","0","28","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1028","鬼雲","0","IT_10|IT_29","1|2|3|4","","","0","25","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1029","法藏","0","IT_10|IT_29","2|3","","","2","32","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1030","鏡舞","0","IT_10|IT_29","2","","","0","38","0","1","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1031","千葉","0","IT_10|IT_29","2|3","","","0","28","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1032","藤鞋","7","IT_10|IT_32","1|2|3|4","","","0","1","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1033","鱗靴","16","IT_10|IT_32","2|3","","","0","4","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1034","鷹爪靴","22","IT_10|IT_32","1|2|3|4","","","2","6","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1035","冰雕鞋","49","IT_10|IT_32","2|3","","","0","12","6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1036","鳳羽靴","52","IT_10|IT_32","2|3","","","0","8","8","0","2","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1037","蛇皮短靴","31","IT_10|IT_32","2|3","","","0","10","7","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1038","綑鍊鞋","40","IT_10|IT_32","1|2|3|4","","","0","18","4","0","0","0","-100","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1039","繡花葉鞋","0","IT_10|IT_32","2","","","0","13","6","0","200","0","200","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1040","流光鞋","53","IT_10|IT_32","3","","","0","20","11","2","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1041","閰氣靴","25","IT_10|IT_32","2","","","0","8","6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1042","手鐲","13","IT_10|IT_30","2|3","","","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1043","玉鐲","15","IT_10|IT_30","2|3","","","0","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1044","白金之腕","23","IT_10|IT_30","2|3","","","1","5","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1045","雨雲之腕","31","IT_10|IT_30","2|3","","","0","11","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1046","景衣法鐲","27","IT_10|IT_30","2|3","","","0","8","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1047","般若裟腕","29","IT_10|IT_30","3","","","0","10","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1048","加卡達鐲","37","IT_10|IT_30","1|2|3|4","","","0","14","0","0","100","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1049","晷日天輪","0","IT_10|IT_30","3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1050","碧英之腕","0","IT_10|IT_30","2","","","5","28","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1051","蓮腕釧","51","IT_10|IT_30","3","","","0","23","2","0","0","2","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1052","修羅膀腕","53","IT_10|IT_30","1|2|3|4","","","12","2","3","0","-30","0","-30","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1053","千佛鐲","0","IT_10|IT_30","3","","","8","23","0","0","0","20","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1054","玉蓮衣","44","IT_10|IT_31","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1055","虹紗羽","46","IT_10|IT_31","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1056","罡氣披風","48","IT_10|IT_31","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1057","金繭甲","0","IT_10|IT_31","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1058","萱華柔甲","0","IT_10|IT_31","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1059","紅雀鐲","33","IT_10|IT_30","2|3","","","2","11","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1060","雪蠶護手","0","IT_10|IT_30","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1061","雀羽雲手","0","IT_10|IT_30","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1062","無痕鞋","0","IT_10|IT_32","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1063","燕舞靴","0","IT_10|IT_32","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1064","七情束","0","IT_10|IT_29","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"1065","五結簪","0","IT_10|IT_29","2|3","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
