"item_id","name","level","area","types","roles","consumption","consumes_mp","consumes_sp","consumes_throwable","consumes_item","use_place","is_unique","discard","add_hp","add_mp","add_sp","add_atk","add_def","add_spd","add_dodge","add_str","add_stamina","add_wis","add_friend","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count","info_text","help_text"
"273","瘟鬼","43","2","IT_12","1|2|3|4","168","","Y","","","1","","","0","0","0","6","3","1","0","0","0","0","0","314","0","7","","0","0","0","0","0","","","","","0","0","消費：168點體力","因瘟疫而死的人，不滿自己的死法所以變成瘟鬼散播病毒。"
"274","夜叉","42","2","IT_12","1|2|3|4","100","","Y","","","1","","","0","0","0","0","0","-3","0","10","-2","0","0","258","0","9","","0","0","0","0","0","","","","","0","0","消費：100點體力","面貌奇醜無比有，專門吃食鬼魂叫聲犀利悽慘讓人聽之喪膽。"
"277","雪女","45","2","IT_12","1|2|3|4","188","","Y","","","1","","","-30","0","0","5","3","1","0","0","0","0","0","122","0","9","","0","0","0","0","0","","","","","0","0","消費：188點體力","受山神管轄只在一些雪地出現，不過卻經常趁山神不注意時跑出去各鄉村城鎮，與人類玩在一起。"
"281","天宮仙女","43","2","IT_12","1|2|3|4","190","","Y","","","1","","","0","0","0","5","4","-4","0","0","0","0","0","358","0","2","","0","0","0","0","0","","","","","0","0","消費：190點體力","天庭中地位較高的神都會有一宮庭，而就如人間宮庭內的婢女一樣的。"
"316","妖燈鬼","46","2","IT_12","1|2|3|4","190","","Y","","","1","","","0","0","0","-4","4","4","0","0","0","0","0","350","0","1","","0","0","0","0","0","","","","","0","0","消費：190點體力","是一種藏於民家的魔怪，身形似燈所以人們較不易發覺；妖燈在趁機襲擊。"
"317","迷魂霧妖","45","2","IT_12","1|2|3|4","193","","Y","","","1","","","0","-40","0","0","2","4","0","0","0","0","0","41","0","9","","0","0","0","0","0","","","","","0","0","消費：193點體力","原是仙人的丹爐的法器，經五百年後有了自身的意識，不過卻不幸偏離了正道而遭打落凡間。"
"368","鬥戰聖佛","65","2","IT_12","1|2|3|4","380","","Y","","","1","","","0","0","0","5","20","2","0","0","0","-20","0","122","0","9","","0","0","0","0","0","","","","","0","0","消費：380點體力","孫悟空護送唐三藏到西天取經回來後，回歸天庭，封為鬥戰聖佛。"
"377","死靈騎士","50","1","IT_12","1|2|3|4","205","","Y","","","1","","","0","0","0","10","-5","3","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","消費：205點體力","遽聞是在某皇家內的一般的騎士團團長，身穿一身黑色的鎧甲擁有高超的騎術與鎗術。"
"378","鬥戰聖佛","57","2","IT_06","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","122","0","9","","0","0","0","0","0","","","","","0","0","","孫悟空護送唐三藏到西天取經回來後，回歸天庭，封為鬥戰聖佛。"
"379","鬥戰聖佛分身","50","2","","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","122","0","9","","0","0","0","0","0","","","","","0","0","","孫悟空護送唐三藏到西天取經回來後，回歸天庭，封為鬥戰聖佛。"
"390","鬼爵","34","1","IT_12","1|2|3|4","64","","Y","","","1","","","25","0","0","5","0","-3","0","0","0","0","0","153","0","9","","0","0","0","0","0","","","","","0","0","消費：64點體力","來自地獄邪惡的使者，外型與吸血鬼類似，但是在魔界中的地位與力量卻遠遠超過吸血鬼。"
"391","魚身人面妖","30","1","IT_12","1|2|3|4","53","","Y","","","1","","","0","0","0","2","2","2","0","0","0","0","0","137","0","9","","0","0","0","0","0","","","","","0","0","消費：53點體力","傳說中一種奇特的生物，能於路地上行動也能悠遊於水中；喜愛集體行動。"
"392","閻惡靈","29","1","IT_12","1|2|3|4","58","","Y","","","1","","","-15","-10","-5","1","6","2","0","0","0","0","0","133","0","9","","0","0","0","0","0","","","","","0","0","消費：58點體力","由數個怨靈組成的強大怨念體，這也造成此念體的強大力量；除非是得道高僧否則很難渡化這些怨念的。"
"564","飛斧","15","1","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","82","25","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","古羅馬帝國中一部族所用的投射兵器；飛翔速度極快，攻擊距離約15公尺左右不過準度卻不怎麼好控制。"
"565","飛去來器","26","1","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","83","50","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","古時人民作為狩獵用，類似東方的回力標，只有在特殊狀況下人們才會當戰鬥用；熟練的人使用可以說是一種用不完的飛鏢。"
"566","流雲針","35","1","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","84","100","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","外型細小的雪白的小針，由於顏色的關係所以白天命中的機率會比夜晚來的高。"
"567","輪刃","40","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","191","180","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","像輪子內成一米字外圍有利刃的小型暗器；這種暗器對於目標小的點可以準確的命中。"
"568","翔羽葉","45","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","248","250","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","取一奇樹的葉子加以修飾，並作為可方便收藏的暗器。"
"569","旋流刺","50","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","249","350","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","如一旋渦般的形狀，在其周圍附上利刃；再運用使用者強大的力量，功力高的人可以穿透三吋的鐵板。"
"570","飛蝗石","52","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","298","450","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","精選過的小石子，再經過加工後便成為頗有殺傷力的暗器了。"
"571","日月乾坤圈","60","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","353","850","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","一直徑約30公分的鋼圈，並在外圍作一似槍的尖銳利器；有大小鋼圈同時在一起可增加使用時的便利性。"
"572","飛爪","55","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","309","700","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","依動物爪子的形體所製造的，而且還加上繩子增加攻擊距離與準確度。"
"574","柳葉飛刀","53","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","308","550","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中投射敵人，造成傷害。","顧名思義就像是柳葉一般的小刀，是最普通但攻擊力也最直接的暗器。"
"576","五雷神機","70","2","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","396","1000","9","","0","0","0","0","0","","","","","0","0","用於戰鬥中射擊敵人，造成傷害。","一種相當奇妙的武器，發明者以不可考了；而且整個大唐可能就這麼一隻了。"
"621","藥草","14","0","IT_13","1|2|3|4","0","","","","Y","4","","","50","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 50點","一般雜貨商店均有售的療傷藥。"
"622","結纍葡萄","16","0","IT_13","1|2|3|4","0","","","","","4","","","100","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 100點","極少數的葡萄會在結果後完全密集在一起，而且很小顆可以一口就吃下去。"
"623","聖石榴","37","1","IT_13","1|2|3|4","0","","","","","4","","","30","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 30％","受過神父祈福洗禮的石榴。"
"624","無酵餅","15","1","IT_13","1|2|3|4","0","","","","","4","","","0","0","60","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 體力 60點","耶穌與他的門生在最後晚餐的食物。"
"625","回復劑","17","1","IT_13","1|2|3|4","0","","","","","4","","","200","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 200點","一般平民能買到最好的恢復劑。"
"626","十果粉","23","1","IT_13","1|2|3|4","0","","","","","4","","","0","0","120","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 體力 120點","經由十種精良的糧果所製成。"
"627","魔貝粉","24","1","IT_13","1|2|3|4","0","","","","","4","","","300","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 300點","採自深海的特殊貝殼研磨成粉，再加上數種藥草製成的高級療傷藥。"
"628","金創藥","44","2","IT_13","1|2|3|4","0","","","","","4","","","1000","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 1000點","常被一些江湖人士隨身攜帶的療傷藥，有非常好的止血與療傷的效果。"
"629","精華藥水","38","1","IT_13","1|2|3|4","0","","","","","4","","","100","0","50","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 100點和 體力 50點","高級藥草的粹煉液。"
"630","嘉果","45","2","IT_13","1|2|3|4","0","","","","","4","","","50","0","50","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命和體力 50％","火紅色的野果，有神奇的療效；不易取得。"
"631","鹿茸膏","48","2","IT_13","1|2|3|4","0","","","","","4","","","3000","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 3000點","中藥材的極品，採集百年壽鹿的鹿角再加上數種補身的藥材配制而成。"
"632","蟠桃","34","2","IT_13","1|2|3|4","0","","","","","4","","","100","0","0","0","0","0","0","0","0","0","0","21","0","0","Y","0","0","0","0","0","","","","","0","0","回復全體 生命 100％","天上聖母娘娘的庭園所種植的桃果，當有盛大宴會時會將其摘下以宴客。"
"633","千年何首烏","28","2","IT_13","1|2|3|4","0","","","","","4","","","50","0","0","0","0","0","0","0","0","0","0","21","0","0","Y","0","0","0","0","0","","","","","0","0","回復全體 生命 50％","與人蔘並列兩大補品，只有多年採藥經驗的人才能找的到。"
"634","千年蔘心丹","29","2","IT_13","1|2|3|4","0","","","","","4","","","100","0","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 生命 100％","將上等的千年蔘王取其精華煉製成極貴的藥品。"
"635","麒麟竭","33","2","IT_13","1|2|3|4","0","","","","","4","","","0","0","100","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 體力 100％","麒麟在精氣完結之時所留的血竭丹。"
"636","魔法葉","18","1","IT_13","1|2|3|4","0","","","","","4","","","0","50","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 靈力 50點","妖精居住之樹的葉子，。"
"637","魔晶粉","25","1","IT_13","1|2|3|4","0","","","","","4","","","0","60","0","0","0","0","0","0","0","0","0","21","0","0","Y","0","0","0","0","0","","","","","0","0","回復全體 靈力 60點","將吸收天地靈氣的晶石研磨成粉。"
"638","魔力水","39","1","IT_13","1|2|3|4","0","","","","","4","","","0","150","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 靈力 150點","搜集各種魔草煉製數月而製成的藥水。"
"639","還靈丹","46","2","IT_13","1|2|3|4","0","","","","","4","","","0","350","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 靈力 350點","提煉數種提神醒腦的藥材而作成的藥丹。"
"640","靈神天藥","25","2","IT_13","1|2|3|4","0","","","","","4","","","0","600","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 靈力 600點","道行高深的陰陽師將煉製的仙丹靈藥注入奇特法力而成的奇藥。"
"641","仙爐灰","30","2","IT_13","1|2|3|4","0","","","","","4","","","0","50","0","0","0","0","0","0","0","0","0","21","0","0","Y","0","0","0","0","0","","","","","0","0","回復全體 靈力 50％","太白金星的煉丹爐所留下的爐灰。"
"642","仙魄香","32","2","IT_13","1|2|3|4","0","","","","","4","","","0","100","0","0","0","0","0","0","0","0","0","21","0","0","Y","0","0","0","0","0","","","","","0","0","回復全體 靈力 100％","天庭用來凝神定心的神香。"
"643","天山雪蓮","31","2","IT_13","1|2|3|4","0","","","","","4","","","0","100","0","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 靈力 100％","天山上的奇花，百年才生一株。"
"644","還魄丹","15","0","IT_01|IT_13","1|2|3|4","0","","","","","4","","","200","0","0","0","0","0","0","0","0","0","0","20","0","0","","0","0","32768","0","0","","","","","0","0","解除瀕死狀態，並回復生命 200點","特製的神奇靈藥，用了數十種奇特的草藥練製成藥丹；將死之人吃了它也會生龍活虎。"
"645","輪迴盤","28","2","IT_01|IT_13","1|2|3|4","0","","","","","4","","","60","0","0","0","0","0","0","0","0","0","0","20","0","0","","0","0","32768","0","0","","","","","0","0","解除瀕死狀態，並回復生命 60％","佛教的聖器，據說有讓人超脫生死的能力。"
"646","仙蓮子","48","2","IT_01|IT_13","1|2|3|4","0","","","","","4","","","100","100","100","0","0","0","0","0","0","0","0","20","0","0","","0","0","32768","0","0","","","","","0","0","解除瀕死狀態，並回復生命、體力、靈力100％","道家的神丹，煉化需耗時七七四十九個月方成此仙丹。"
"647","解毒草","19","0","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","16","0","10","","0","0","4096","0","0","","","","","0","0","解除單人 中毒 狀態","出外旅行必備的草藥。"
"648","解病萬靈丹","26","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","299","0","11","","0","0","4233","0","0","","","","","0","0","解除單人 中毒、麻痺、昏睡 等狀態","中國名醫淳于意的配藥，用來解除一些疑難雜症相當的好用。"
"649","解僵針","20","0","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","104","0","11","","0","0","3","0","0","","","","","0","0","解除單人 痲痺、定身 狀態","在神奇的小針上沾著一種特殊的藥材，刺入生物身上時能活躍此生物的身體機能。"
"650","柴胡乾葛草","47","2","IT_13","1|2|3|4","0","","","","","4","","","0","0","300","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 體力 300點","華陀精心研製的活筋藥草。"
"651","溶石藥劑","27","1","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","47","0","11","","0","0","4","0","0","","","","","0","0","解除單人 石化 狀態","人民用來開山挖地的神奇藥水。"
"652","五色石南葉","18","2","IT_01","1|2|3|4","0","","","","","4","","","0","0","800","0","0","0","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","回復單人 體力 800點","世上罕見的珍貴藥材，不需煉製即可食用。"
"653","還神果","21","0","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","48","0","11","","0","0","8","0","0","","","","","0","0","解除單人 昏睡 狀態","提神醒腦的果實。"
"654","茴香水","28","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","293","0","11","Y","0","0","8","0","0","","","","","0","0","解除全體 昏睡 狀態","會散發出清心的異香味。"
"655","定心丸","22","0","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","66","0","11","","0","0","64","0","0","","","","","0","0","解除單人 瘋狂、驚嚇 狀態","息心寧神的藥丸。"
"656","安神定志丸","17","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","327","0","11","Y","0","0","64","0","0","","","","","0","0","解除全體 瘋狂、驚嚇 狀態","用多種安神的中藥製成。"
"657","聖言石","26","1","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","247","0","11","","0","0","16","0","0","","","","","0","0","解除單人 封魔 狀態","基督教中受過洗禮與祝福的小石子。"
"658","破元仙露","21","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","328","0","11","Y","0","0","16","0","0","","","","","0","0","解除全體 封魔 狀態","天池神木的晨露，當每日清晨時所採集的第一滴露水才能有奇特的功效。"
"659","明目水","29","0","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","67","0","11","","0","0","128","0","0","","","","","0","0","解除單人 盲目 狀態","平民用來治眼疾的藥水，能醒目亮睛。"
"660","決明子散","16","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","329","0","11","Y","0","0","128","0","0","","","","","0","0","解除全體 盲目 狀態","用石決明加數十種醒目藥材製成。"
"661","七葉蓮","19","2","IT_01","1|2|3|4","0","","","","","4","","","0","0","0","0","0","0","0","0","0","0","0","310","0","11","","0","0","256","0","0","","","","","0","0","解除單人 寄生 狀態","一種七片葉子圍繞著一朵紅色的奇花，它會散發出奇特的香味使邪氣無法侵入。"
"662","河車丸","20","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","311","0","11","","0","0","512","0","0","","","","","0","0","解除單人 退化 狀態","用紫河車為主藥再加上四大補藥製成。"
"663","地脈血泉","26","2","IT_01","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","22","0","11","","0","0","5119","0","0","","","","","0","0","解除單人所有狀態","是從火山地區取出的百年結晶，經過提煉則會變成一紅色藥丸。"
"700","真實之鏡","0","0","IT_04","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","顯示3回合的敵人屬性資料","在這仙鏡的照耀之下沒有任何妖魔能躲藏的。"
"701","天仙酒","22","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","70","0","1","","5","0","0","2147483648.0","0","","","","","0","0","增加5回合 30％ 的攻擊力","天庭在設宴時，會特別拿出的仙酒；據說有增進道行的奇效。"
"702","金元五體丹","23","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","330","0","10","","5","0","0","536870912","0","","","","","0","0","增加5回合 30％ 的防禦力","能暫時讓筋、脈、肌、皮、骨五體強韌化的靈藥。"
"703","靈樞玉液","24","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","331","0","10","","10","0","0","536870912","0","","","","","0","0","增加10回合 30％ 的防禦力","能瞬時將魂、神、意、魄、志提昇的妙藥。"
"704","風神符","30","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","143","0","3","","5","0","0","1073741824","0","","","","","0","0","增加5回合 30％ 的敏捷力","此符能暫時請風神施法助人禦風而行。"
"707","遁影浮沙","32","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","280","0","6","Y","0","0","0","0","0","","","","Y","0","0","迅速脫離戰場","會讓人瞬間變成一無事處的沙，如影遁逃而去。"
"708","羅漢袈裟","34","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","266","0","10","","5","0","0","0","9","","","","","0","0","降低一半 敵方 物理性攻擊 5回合","降龍尊者的護駕寶衣。"
"709","紫玉冰晶","36","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","267","0","10","","5","0","0","0","1","","","","","0","0","降低一半 敵方 火系攻擊力 5回合","天山雪神的法寶之一。"
"710","炎陽靈珠","38","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","268","0","10","","5","0","0","0","2","","","","","0","0","降低一半 敵方 水系攻擊力 5回合","火神祝融製作的神珠。"
"711","白皙葫蘆","40","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","269","0","10","","5","0","0","0","5","","","","","0","0","降低一半 敵方 毒系攻擊力 5回合","仙人的法寶會將毒氣吸入葫內。"
"712","羅剎食日鈸","42","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","270","0","10","","5","0","0","0","6","","","","","0","0","降低一半 敵方 光系攻擊力 5回合","邪惡的樂器，每敲擊一次天地的光芒就消失一點。"
"713","三教霞光鏡","44","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","271","0","10","","5","0","0","0","7","","","","","0","0","降低一半 敵方 暗系攻擊力 5回合","搜集儒、道、釋三教的法力製成的法鏡。"
"714","九龍神火罩","46","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","272","0","10","","5","0","0","16777216","0","","","","","0","0","增加5回合 30％ 火系的攻擊力","太乙真人收服石磯娘娘的法寶。"
"715","雲生碧燄巾","48","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","273","0","10","","5","0","0","8388608","0","","","","","0","0","增加5回合 30％ 水系的攻擊力","仙女的彩巾，全巾透出奇異的寒氣。"
"716","天雷聚陽鼎","50","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","274","0","10","","5","0","0","4194304","0","","","","","0","0","增加5回合 30％ 光系的攻擊力","南天門外的仙鼎，充滿著浩天正氣。"
"717","暗黑修羅砧","50","2","IT_03","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","275","0","10","","5","0","0","2097152","0","","","","","0","0","增加5回合 30％ 暗系的攻擊力","閻修羅的砧板，可幫助邪魔的修練速度。"
"718","龍舌蘭","30","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","10","7","5","","3","4096","0","0","0","","","","","0","0","產生中毒的效用","野生植物的粹取物。"
"719","博落迴之根","31","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","49","0","7","","3","1","0","0","0","","","","","0","0","產生痲痺的效用","野生植物的粹取物。"
"720","囚燕草","32","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","50","0","7","","3","2","0","0","0","","","","","0","0","產生定身的效用","野生植物的粹取物。"
"721","海檬果","40","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","51","0","7","","1000","4","0","0","0","","","","","0","0","產生石化的效用","野生植物的粹取物。"
"722","山蛇莓","33","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","52","0","7","","3","8","0","0","0","","","","","0","0","產生昏睡的效用","野生植物的粹取物。"
"723","龍骨木","41","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","53","0","7","","3","16","0","0","0","","","","","0","0","產生封魔的效用","野生植物的粹取物。"
"724","相思芽苞","42","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","54","0","7","","3","32","0","0","0","","","","","0","0","產生瘋狂的效用","野生植物的粹取物。"
"725","紫藤葉","34","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","55","0","7","","3","64","0","0","0","","","","","0","0","產生驚嚇的效用","野生植物的粹取物。"
"726","延胡索之花","35","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","56","0","7","","3","128","0","0","0","","","","","0","0","產生盲目的效用","野生植物的粹取物。"
"727","大葉合歡散","36","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","57","0","7","","3","512","0","0","0","","","","","0","0","產生退化的效用","野生植物的粹取物。"
"728","菟絲魔子","43","0","IT_05","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","58","0","7","","3","256","0","0","0","","","","","0","0","產生寄生的效用","野生植物的粹取物。"
"755","貓腦醬","0","0","","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","不明物質發酵製成的液體，倒出來會變成黏怪。"
"756","紅花蘿蔔","0","0","IT_01|IT_13","","0","","","","","4","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","紅花木劍所生，食用後可回復生命力，還有解毒的效果。"
"757","神光終端機","0","0","","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","呼叫人造衛星使用雷射武器攻擊。"
"758","大補帖","0","0","","1|2|3|4","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","唯一可以殺死某些人物的物品，地攤賣一片十元。"
"759","阿貓阿狗","0","0","","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","戰鬥中使用可以召換樂樂與真夢出場。"
"760","軒轅劍貳","0","0","","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","戰鬥中使用可以召換何然與江如紅。"
"761","軒轅劍外傳","0","0","","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","戰鬥中使用可以召換輔子轍與紋錦。"
"762","大米娃娃","0","0","IT_05|IT_06|IT_08","1|2|3|4","150","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","458","3000","5","","0","0","0","0","0","","","","","0","0","產生 毒系 單人攻擊性魔法 消費：150點體力","阿貓阿狗內的人物之一，可以依角色的能力不同幫助我方。"
"768","空白符紙","0","0","IT_28","","0","","","","","1","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","練符法寶專用的符紙，能將敵人的奇術收入符內。","從東方傳出的神奇紙張，據說只要在上面寫上特定的字，就能藉由符紙發出法術。"
"794","紅酒","10","2","IT_03","1|2|3|4","15","","Y","","","1","","","0","0","0","5","0","-2","0","0","0","0","0","15","0","0","","0","0","0","0","0","","","","","0","0","能引發出潛在力量，但同時也失去敏銳的警覺。","大馬士革特有的紅酒，喝了之後有增加蠻力的效果，不過對別人的攻擊確很難躲過。"
"801","樂樂娃娃","0","0","IT_05|IT_06|IT_08","1|2|3|4","200","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","459","5000","9","","0","0","0","0","0","","","","","0","0","產生 物系 單人攻擊   消費：200點體力","阿貓阿狗內的人物之一，可以依角色的能力不同幫助我方。"
"802","貓王娃娃","0","0","IT_05|IT_06|IT_08","1|2|3|4","150","","Y","","","1","","","0","0","0","0","0","0","0","0","0","0","0","460","4000","9","","0","0","0","0","0","","","","","0","0","產生 物系 單人攻擊   消費：150點體力","阿貓阿狗內的人物之一，可以依角色的能力不同幫助我方。"
"804","真夢娃娃","0","0","IT_06|IT_08|IT_13","1|2|3|4","300","","Y","","","1","","","4000","0","0","0","0","0","0","0","0","0","0","461","0","6","Y","5","0","0","536870912","0","","","","","0","0","產生 光系 全體生命回復 消費：300點體力","阿貓阿狗內的人物之一，可以依角色的能力不同幫助我方。"
