"item_id","name","types","roles","discard","is_unique","Calculation","Consumption","Cons_MP","Cons_SP","Cons_Throw","Cons_Item","UsePlace","Price","ProficientPoint","ProficientHard","AddSpecial","SutraName","ResistanceSK","SkillExp","AddHP","AddMP","AddSP","AddSTR","AddStamina","AddWIS","AddSPD","AddFriend","AddDodge","AddATK","AddDEF","AttrFire","AttrIce","AttrWind","AttrEarth","AttrPoison","AttrLight","AttrDark","AttrThunder","AttrPhysical","AttackEffect","UseScript","ViewScript","function_flags"
"215","解廌","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"216","陸吾","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"217","天吳","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"218","白澤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"219","火光獸","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"220","風火龜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"221","枯屍鬼","IT_12","1|2|3|4","","","","40","","Y","","","1","","","","","","","","","","","","5","-3","","","","","","4","","","","-2","4","","2","","4","","",
"222","枯屍鬼王","IT_12","1|2|3|4","","","256","48","","Y","","","1","","","","","","","","10","","5","","","","-2","","","","","4","","","","-4","6","-2","","","135","","",
"223","石獅精","IT_12","1|2|3|4","","","","260","","Y","","","1","","","","","","","","","","","","","-10","4","","","6","6","","","4","-10","","","","","-4","133","","",
"225","麒麟","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"226","獨角獸","IT_12","1|2|3|4","","","","175","","Y","","","1","","","","","","","","3","","","","","","3","","","","5","","","","","","","","","","1","","",
"228","阿吉達哈卡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"229","阿奇斯","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"230","艾柏斯","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"231","烏土克","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"232","烏里庫米","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"233","愛里奧","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"236","佩色斯","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"238","尼梅亞獅","IT_12","1|2|3|4","","","","160","","Y","","","1","","","","","","","","","","","","","","-5","","","10","4","","","","","","","","","","322","","",
"240","亞奴比斯","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"241","米加勒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"242","刑天","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"243","龍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"244","奧貝隆","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"245","象頭神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"247","賽庫洛普斯","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"248","食殤鳥","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"250","妖龍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"251","日聖鳥","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"252","樹精","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"253","雪芙","IT_12","1|2|3|4","","","","180","","Y","","","1","","","","","","","","35","","50","","","","","","","3","","4","-12","","","","","","","","345","","",
"254","肯塔羅斯","IT_12","1|2|3|4","","","","140","","Y","","","1","","","","","","","","","","","","","8","","","","12","-6","","","","","","","","","","40","","",
"255","尼凱","IT_12","1|2|3|4","","","","360","","Y","","","1","","","","","","","","","","","","","","6","","","12","8","","","","","","","","","","40","","",
"256","戈雷姆","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"257","希沙","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"262","人面樹","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"263","樹妖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"264","殭屍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"265","殭屍精","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"266","骸骨戰士","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"267","冥府獄卒","IT_12","1|2|3|4","","","","150","","Y","","","1","","","","","","","","","","","","","","-3","","","8","3","","","2","-2","","","-2","","","3","","",
"269","冤魂","IT_12","1|2|3|4","","","","130","","Y","","","1","","","","","","","","","","","","","","3","","","-4","6","-4","","","","","4","","","","314","","",
"271","吊死鬼","IT_12","1|2|3|4","","","256","138","","Y","","","1","","","","","","","","50","","","","","","-3","","","2","2","","-2","","","","4","","","","313","","",
"272","餓死鬼","IT_12","1|2|3|4","","","256","130","","Y","","","1","","","","","","","","-50","20","","","","","2","","","","","2","","","","-10","4","-2","","-4","295","","",
"273","瘟鬼","IT_12","1|2|3|4","","","","168","","Y","","","1","","","","","","","","","","","","","","1","","","6","3","2","-2","","","-10","4","","","","314","","",
"274","夜叉","IT_12","1|2|3|4","","","","100","","Y","","","1","","","","","","","","","","","10","-2","","-3","","","","","-2","","","-2","","4","-4","","","258","","",
"277","雪女","IT_12","1|2|3|4","","","256","188","","Y","","","1","","","","","","","","-30","","","","","","1","","","5","3","4","-18","","","","-2","","","","122","","",
"281","天宮仙女","IT_12","1|2|3|4","","","","190","","Y","","","1","","","","","","","","","","","","","","-4","","","5","4","","","","","","-2","4","","","358","","",
"282","海龍女","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"283","彩虹仙","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"284","玉女","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"290","妲己","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"293","太白金星","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"294","金童玉女","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"295","神使","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"296","天兵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"297","地仙","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"299","門神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"300","灶神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"301","土地神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"302","金鋼力士","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"303","山神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"304","瘟神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"305","洞仙","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"306","銀神兵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"307","劍仙","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"314","化蛇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"316","妖燈鬼","IT_12","1|2|3|4","","","","190","","Y","","","1","","","","","","","","","","","","","","4","","","-4","4","-16","4","","","","4","-6","","","350","","",
"317","迷魂霧妖","IT_12","1|2|3|4","","","256","193","","Y","","","1","","","","","","","","","-40","","","","","4","","","","2","-8","-10","-10","-10","-10","","-10","-10","-10","41","","",
"324","雙頭蛇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"325","肥遺","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"326","長蛇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"327","土螺","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"329","天狐","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"332","長右","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"333","兕","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"334","鼎精","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"335","相柳","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"338","蒼蟒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"362","雷神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"368","鬥戰聖佛","IT_12","1|2|3|4","","","","380","","Y","","","1","","","","","","","","","","","","","-20","2","","","5","20","-4","-4","-4","-4","-8","-6","-4","-2","","122","","",
"370","濕婆","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"377","死靈騎士","IT_12","1|2|3|4","","","","205","","Y","","","1","","","","","","","","","","","","","","3","","","10","-5","2","-2","","","-10","4","-12","","","","","",
"378","鬥戰聖佛","IT_06","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","-4","-4","-4","-4","-8","-6","-4","-2","","122","","",
"379","鬥戰聖佛分身","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","-2","-2","-2","-2","-6","-4","-2","","","122","","",
"380","教眾長老","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6","","","-4","","-2","","313","","",
"381","黃八","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","-2","-4","-2","","-2","-4","-2","","313","","",
"382","人屍","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","-2","-4","-2","","-2","-12","-2","","","","",
"383","蜃樓石頭妖","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10","-10","8","-10","-10","-10","-10","-10","-10","1","","",
"384","蜃樓財寶怪","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","-10","-10","-10","-10","-10","-10","-10","-10","132","","",
"385","響尾蛇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10","","","","","4","","",
"386","大棕熊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","",
"387","銀背金剛","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"388","紅鬃猿","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"389","奧斯曼","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"390","鬼爵","IT_12","1|2|3|4","","","256","64","","Y","","","1","","","","","","","","25","","","","","","-3","","","5","","2","-2","-2","-2","-10","4","-12","2","","153","","",
"391","魚身人面妖","IT_12","1|2|3|4","","","","53","","Y","","","1","","","","","","","","","","","","","","2","","","2","2","4","-6","","","","","","","","137","","",
"392","閻惡靈","IT_12","1|2|3|4","","","256","58","","Y","","","1","","","","","","","","-15","-10","-5","","","","2","","","1","6","","","","","","4","-4","","-2","133","","",
"393","沙漠綠蠍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","4","","-2","-10","","","","","35","","",
"394","地獄妖貓","IT_06","1|2|3","","","256","60","","Y","","","","","","","","","","","","20","","","","","4","","","","-5","","","","","","6","-6","","","90","","",
"395","高地骷髏妖","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","-10","2","-2","-2","","1","","",
"396","弒肉妖","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","","","-2","-10","2","","2","","3","","",
"397","赤尾蠍子","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","",
"398","加賽因","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","2","-2","-4","","5","","",
"399","修道院院長","IT_06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10","-10","-10","-10","-10","-10","-10","-10","","6","","",
"400","梅羅文加軍人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","",
"401","戰馬","IT_12","1","","","","","","","","","2","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"402","駱駝","IT_06","1|2|3|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"403","死靈騎士","IT_06","1|2|3|4","","","","205","","Y","","","","","","","","","","","","","","","","","3","","","10","-5","2","-2","","","-10","4","-6","","","","","",
"404","黑衣騎兵(騎駱駝)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"405","白衣騎兵(騎駱駝)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"406","黑衣騎兵(騎馬)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"407","教士","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","2","","","6","","",
"408","武僧","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"409","梅羅文加軍人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","",
"410","威尼斯水軍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","",
"411","黑衣大食兵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","",
"412","白衣大食兵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","",
"413","盜賊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"414","威尼斯護民官","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"415","唐軍騎兵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"416","唐軍步卒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189","","",
"417","盜賊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"418","盜賊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"419","盜賊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"420","商人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"421","商人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"422","商人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"423","保鑣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"424","俠客","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"425","平民(男)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"426","平民(男)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"427","平民(女)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"428","平民(男)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"429","平民(女)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"430","平民(男孩)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"431","平民(女孩)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"432","平民(老人)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"433","道士","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","-2","-4","-2","","-2","-4","-2","","313","","",
"434","寶麗剛怪物","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"435","豹Ⅱ坦克","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"436","超合金鐵魔神","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"437","都市自衛民宅","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"438","蔡魔王","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",
"439","鮑弘修","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"440","張孝全","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"441","陳盈君","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"442","郭炳宏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"443","王福生","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"444","楊淵升","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"445","楊進財","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"446","林克敏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"447","羅國成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"448","黑衣弓箭手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"449","吳欣叡","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"450","黃志榮","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"451","吳東興","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"452","高玉玫","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"453","朱榮敏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"454","簡明哲","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"455","劉馨韓","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"456","樂樂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"457","真夢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"458","大米","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"501","闊劍","IT_09","1","","","","","","","Y","","","70","3","80","8061","","","","","","","","","","","","","10","1","","","","","","","","","","128","","",
"502","長劍","IT_09","1","","","","","","","Y","","","150","5","160","8074","","","","","","","","","","","","","18","","","","","","","","","","","163","","",
"503","羽翼劍","IT_09","1","","","","","","","Y","","","300","8","220","8075","","","","","","","","","","3","","","25","","","","","","","","","","","164","","",
"504","火燄劍","IT_09","1","","","","","","","Y","","","480","5","150","8076","","","","","","","","","","-2","","","35","3","","-2","","","","","","","","87","","",
"505","斷梗","IT_09","1","","","","","","","Y","","","2300","30","350","8077","","","","","","","","","","","","","128","5","","","","","","","","","","165","","",
"506","赤螫","IT_09","1","","","","","","","Y","","","700","15","250","8078","","","","","","","","","","-5","","","62","","","","","","","","","","","157","","",
"507","隴金玉劍","IT_09","1","","","","","","","Y","","","750","3","100","8079","","","","","","","","","","2","","","68","","","","","","","","","","","166","","",
"508","月牙劍","IT_09","1","","","","","","","Y","","","540","10","200","8080","","","","","","","","","","2","","","50","1","","","","","","","","","","167","","",
"509","雪浪劍","IT_09","1","","","","","","","Y","","","1000","20","450","8081","","","","","","","","","","","","","75","8","-2","","","","","","","","","168","","",
"510","崙凰劍","IT_09","1","","","","","","","Y","","","1200","22","500","8082","","","","","","","","","","","","","78","5","","-2","","","","","","","","169","","",
"511","湛盧","IT_09","1","","","","","","","Y","","","1800","10","300","8083","","","","","","","","","","-6","","","100","3","","","","","","4","","","","170","","",
"512","純鈞","IT_09","1","","","","","","","Y","","","","27","370","8146","","","","","","","","","","2","","1","193","-4","","","","","","","","","","233","","",
"513","勝邪","IT_09","1","","","","","","","Y","","","4000","40","500","8147","","","","","","","","","","","","","160","","","","","","","","","","","234","","",
"514","魚腸","IT_09","1","","","","","","","Y","","","1500","15","280","8148","","","","","","","","","","4","","","85","","","","","","","","","","","235","","",
"515","巨闕","IT_09","1","","","","","","","Y","","","","","","8084","","","","","","","","","","-2","","","230","5","","","","","","","","","","171","","",
"516","干將","IT_09","1","","","","","","","Y","","","","","","8149","","","","","","","","","","2","","","178","13","","","","","","","","","","236","","",
"517","莫邪","IT_09","1","","","","","","","Y","","","2500","55","400","8150","","","","","","","","","","3","","","120","","","","","","","","","","","237","","",
"518","龍泉","IT_09","1","","","","","","","Y","","","","","","8151","","","","","","","","","","","","","250","","","","","","","","","","","238","","",
"519","泰阿","IT_09","1","","","","","","","Y","","","","","","8152","","","","","","","","","","-3","","","240","4","","","","","","","","","","239","","",
"520","工布","IT_09","1","","","","","","","Y","","","","","","8153","","","","","","","","","","6","","","233","","","","","","","","","","","240","","",
"521","短木弓","IT_09","2","","","","","","","","","","60","2","70","8064","","","","","","","","","","","","","18","2","","","","","","","","","","7","","",
"522","十字弓","IT_09","2","","","","","","","","","","120","3","100","8065","","","","","","","","","","","","","24","1","","","","","","","","","","172","","",
"523","獵弓","IT_09","2","","","","","","","","","","200","8","160","8096","","","","","","","","","","1","","","30","","","","","","","","","","","173","","",
"524","雷神弓","IT_09","2","","","","","","","","","","500","5","100","8132","","","","","","","","","","1","","","33","","","","","","","","","","","65","","",
"525","火炎神弩","IT_09","2","","","","","","","","","","800","13","300","8133","","","","","","","","","","","","","60","1","","","","","","","","","","241","","",
"526","華蓮七彩弓","IT_09","2","","","","","","","","","","550","35","280","8134","","","","","","","","","","","","","40","5","","","","","","","","","","242","","",
"527","大食誡弓","IT_09","2","","","","","","","","","","400","8","180","8135","","","","","","","","","","1","","","35","1","","","","","","2","-2","","","115","","",
"528","烏紋弓","IT_09","2","","","","","","","","","","350","8","120","8136","","","","","","","","","","-1","","","33","2","","","","","","","","","","243","","",
"529","鐵胎弓","IT_09","2","","","","","","","","","","1200","20","400","8066","","","","","","","","","","-2","","","72","","","","","","","","","","","174","","",
"530","天燎","IT_09","2","","","","","","","","","","","50","350","8063","","","","","","","","","","5","","","180","-10","","","","","","","","","","175","","",
"531","地湧","IT_09","2","","","","","","","","","","","30","100","8067","","","","","","","","","","-2","","","150","20","","","","","","","","","","176","","",
"532","閻魔弓","IT_09","2","","","","","","","","","","570","10","200","8068","","","","","","","","","","","","","45","-2","","","","","","","","","","158","","",
"533","絕情貓袖箭","IT_09","2","","","","","","","","","","","15","300","8069","","","","","","","","","","3","","","70","-5","","","","","","","","","","177","","",
"534","神臂弓","IT_09","2","","","","","","","","","","1800","28","200","8070","","","","","","","","","","2","","","90","-2","","","","","","","","","","178","","",
"535","意弦弓","IT_09","2","","","","","","","","","","3800","32","320","8071","","","","","","","","","","-2","","","128","1","","","","","","","","","","179","","",
"536","萬鈞神弩","IT_09","2","","","","","","","","","","10000","40","400","8137","","","","","","","","","","-4","","","200","8","","","","","","","","","","244","","",
"537","彎刀","IT_09","3","","","","","","","Y","","","80","6","120","8100","","","","","","","","","","","","","20","","","","","","","","","","","155","","",
"538","弧月刀","IT_09","3","","","","","","","Y","","","300","7","180","8117","","","","","","","","","","","","","38","2","","","","","","","","","","218","","",
"539","刃風刀","IT_09","3","","","","","","","Y","","","520","4","130","8118","","","","","","","","","","3","","","48","-2","","","-2","","","","","","","219","","",
"540","鬼眼法刀","IT_09","3","","","","","","","Y","","","1500","30","500","8119","","","","","","","","","","","","","78","3","","","","","","","","","","220","","",
"541","麟火吞月刀","IT_09","3","","","","","","","Y","","","","20","200","8120","","","","","","","","","","-2","","","170","5","","","","","","","","","","221","","",
"542","無瑕雙刀","IT_09","3","","","","","","","Y","","","4200","22","220","8121","","","","","","","","","","3","","","138","1","","","","","","","","","","222","","",
"543","太皇刀─綠痕","IT_09","3","","","256","","","","","","","","27","270","8122","","","","","30","","","","","","","","93","","","","-2","","","","","","","223","","",
"544","太皇刀─藍牙","IT_09","3","","","","","","","","","","","10","300","8123","","","","","","","","","","3","","","65","","","-2","","","","","","","","224","","",
"545","太皇刀─閻天","IT_09","3","","","","","","","","","","","15","150","8124","","","","","","","","","","-2","","","85","3","","","","","","","-2","","","225","","",
"546","太皇刀─紅葉","IT_09","3","","","","","","","","","","","12","120","8125","","","","","","","","","","2","","","108","-3","-2","","","","","","","","","226","","",
"547","軒轅菜刀","IT_09","3","","","","","","","Y","","","2300","18","150","8126","","","","","","","","","","","","","102","","","","","","","","","","","227","","",
"548","蝴蝶刀","IT_09","3","","","","","","","Y","","","820","13","280","8127","","","","","","","","","","2","","","62","1","","","","","","","","","","228","","",
"549","柳葉刀","IT_09","3","","","","","","","Y","","","600","15","300","8128","","","","","","","","","","","","","53","2","","","","","","","","","","229","","",
"550","鴛鴦刀","IT_09","3","","","","","","","Y","","","1300","18","400","8129","","","","","","","","","","-4","","","82","","","","","","","","","","","230","","",
"551","冰珀刀","IT_09","","","","","","","","Y","","","","","","8130","","","","","","","","","","","","","","","","","","","","","","","","231","","",
"552","金剛降魔杵","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"553","四極皇霸刀","IT_09","3","","","","","","","Y","","","","25","250","8131","","","","","","","","","","-4","","","215","10","","","","","","","","","","232","","",
"554","齊眉棍","IT_09","4","","","","","","","Y","","","500","10","130","8155","","","","","","","","","","-2","","","70","","","","","","","","","","","209","","",
"555","八卦棍","IT_09","4","","","","","","","Y","","","750","13","200","8164","","","","","","","","","","-3","","","84","2","","","","","","","","","","210","","",
"556","如意金箍棒","IT_09","4","","","","","","","Y","","","","40","500","8165","","","","","","","","","","-4","","","200","2","","","","","","","","","","211","","",
"557","蒺藜槍","IT_09","4","","","","","","","Y","","","1000","12","200","8166","","","","","","","","","","","","","98","1","","","","","","","","","","212","","",
"558","鉤鐮槍","IT_09","4","","","","","","","Y","","","1800","13","300","8167","","","","","","","","","","","","","120","3","","","","","","","","","","213","","",
"559","方天戟","IT_09","4","","","","","","","Y","","","","17","170","8168","","","","","","","","","","","","","183","15","","","","","","","","","","214","","",
"560","太寧筆槍","IT_09","4","","","","","","","Y","","","3800","18","200","8169","","","","","","","","","","-4","","","162","","","","","","","","","","","215","","",
"561","蛇矛","IT_09","","","","","","","","Y","","","","","","8170","","","","","","","","","","","","","","","","","","","","","","","","216","","",
"562","憾天神槍","IT_09","4","","","","","","","Y","","","","22","220","8171","","","","","","","","","","","","","248","3","","","","","","","","","","217","","",
"563","皇家騎士槍","IT_09","","","","","","","","Y","","","","","","8155","","","","","","","","","","","","","200","","","","","","","","","","","209","","",
"564","飛斧","IT_05","1|2|3|4","","","","","","","","","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","82","","",
"565","飛去來器","IT_05","1|2|3|4","","","","","","","","","1","120","","","","","","","","","","","","","","","","","","","","","","","","","","","83","","",
"566","流雲針","IT_05","1|2|3|4","","","","","","","","","1","200","","","","","","","","","","","","","","","","","","","","","","","","","","","84","","",
